PeakID (cmd=annotatePeaks.pl siBAZ2B_raw_MACS2_Unique_Ctrl.narrowPeak hg19),Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
siBAZ2B_3_peak_5928,chr3,50665019,50665406,+,108,NA,"intron (NM_004635, intron 2 of 10)","intron (NM_004635, intron 2 of 10)",10630,NM_001243925,7867,,NM_004635,ENSG00000114738,MAPKAPK3,3PK|MAPKAP-K3|MAPKAP3|MAPKAPK-3|MDPT3|MK-3|MK3,MAPK activated protein kinase 3,protein-coding
siBAZ2B_3_peak_5948,chr3,58419288,58419860,+,108,NA,promoter-TSS (NM_001315536),promoter-TSS (NM_001315536),5,NM_001315536,5162,,NM_000925,ENSG00000168291,PDHB,E1beta|PDHBD|PDHE1-B|PDHE1B|PHE1B,pyruvate dehydrogenase E1 subunit beta,protein-coding
siBAZ2B_3_peak_6493,chr5,36241972,36242651,+,108,NA,promoter-TSS (NM_001085411),promoter-TSS (NM_001085411),70,NM_001287341,133686,,NM_153013,ENSG00000152620,NADK2,C5orf33|DECRD|MNADK|NADKD1,"NAD kinase 2, mitochondrial",protein-coding
siBAZ2B_3_peak_495,chr1,156470721,156471154,+,108,NA,promoter-TSS (NM_005920),promoter-TSS (NM_005920),-370,NM_005920,4209,,NM_005920,ENSG00000116604,MEF2D,-,myocyte enhancer factor 2D,protein-coding
siBAZ2B_3_peak_5963,chr3,81810268,81811048,+,108,NA,"exon (NM_000158, exon 1 of 16)","exon (NM_000158, exon 1 of 16)",138,NM_000158,2632,,NM_000158,ENSG00000114480,GBE1,APBD|GBE|GSD4,"1,4-alpha-glucan branching enzyme 1",protein-coding
siBAZ2B_3_peak_1622,chr11,111749587,111750200,+,107,NA,promoter-TSS (NM_022761),promoter-TSS (NM_022761),-4,NM_138378,91893,,NM_138378,ENSG00000255561,FDXACB1,hCG_2033039,ferredoxin-fold anticodon binding domain containing 1,protein-coding
siBAZ2B_3_peak_7127,chr6,160183039,160183657,+,107,NA,promoter-TSS (NM_001303253),promoter-TSS (NM_001303253),16,NR_037166,100129518,,NR_037166,ENSG00000285427,SOD2-OT1,SOD2,SOD2 overlapping transcript 1,ncRNA
siBAZ2B_3_peak_7329,chr7,10979753,10980205,+,107,NA,promoter-TSS (NM_002489),promoter-TSS (NM_002489),-199,NM_002489,4697,,NM_002489,ENSG00000189043,NDUFA4,CI-9k|CI-MLRQ|COXFA4|MC4DN21|MISTR1|MLRQ|MRCAF1,NDUFA4 mitochondrial complex associated,protein-coding
siBAZ2B_3_peak_3911,chr18,12883862,12884316,+,106,NA,"exon (NM_001207013, exon 1 of 11)","exon (NM_001207013, exon 1 of 11)",147,NM_002828,5771,,NM_002828,ENSG00000175354,PTPN2,PTN2|PTPT|TC-PTP|TC45|TC48|TCELLPTP|TCPTP,protein tyrosine phosphatase non-receptor type 2,protein-coding
siBAZ2B_3_peak_8111,chr8,145596528,145596963,+,106,NA,promoter-TSS (NR_134307),promoter-TSS (NR_134307),-97,NR_134307,101928902,,NR_134307,,LOC101928902,-,uncharacterized LOC101928902,ncRNA
siBAZ2B_3_peak_4990,chr2,112456472,112456965,+,106,NA,Intergenic,L1ME4a|LINE|L1,71993,NR_039929,100616165,,NR_039929,ENSG00000266063,MIR4771-2,-,microRNA 4771-2,ncRNA
siBAZ2B_3_peak_6707,chr5,138739528,138740022,+,105,NA,promoter-TSS (NM_194296),promoter-TSS (NM_194296),3,NM_194296,202051,,NM_194296,ENSG00000170469,SPATA24,CCDC161|T6441,spermatogenesis associated 24,protein-coding
siBAZ2B_3_peak_4671,chr2,20850499,20850997,+,105,NA,"intron (NM_022460, intron 1 of 6)",CpG,110,NM_022460,64342,,NM_022460,ENSG00000118960,HS1BP3,ETM2|HS1-BP3,HCLS1 binding protein 3,protein-coding
siBAZ2B_3_peak_2647,chr15,55699909,55700693,+,105,NA,promoter-TSS (NM_001198784),promoter-TSS (NM_001198784),256,NM_004748,9236,,NM_004748,ENSG00000260916,CCPG1,CPR8,cell cycle progression 1,protein-coding
siBAZ2B_3_peak_7030,chr6,86388484,86388921,+,105,NA,promoter-TSS (NR_003038),promoter-TSS (NR_003038),-251,NR_003038,387066,,NR_003038,ENSG00000203875,SNHG5,C6orf160|LINC00044|NCRNA00044|U50HG,small nucleolar RNA host gene 5,ncRNA
siBAZ2B_3_peak_586,chr1,180601119,180601538,+,105,NA,"non-coding (NR_137330, exon 1 of 13)","non-coding (NR_137330, exon 1 of 13)",170,NM_001135669,9213,,NM_004736,ENSG00000143324,XPR1,IBGC6|SLC53A1|SYG1|X3,xenotropic and polytropic retrovirus receptor 1,protein-coding
siBAZ2B_3_peak_1569,chr11,76571735,76572229,+,104,NA,promoter-TSS (NM_001300953),promoter-TSS (NM_001300953),20,NM_001300955,55331,,NM_018367,ENSG00000078124,ACER3,APHC|PHCA|PLDECO,alkaline ceramidase 3,protein-coding
siBAZ2B_3_peak_1540,chr11,72145249,72145642,+,104,NA,"exon (NM_001258392, exon 1 of 16)","exon (NM_001258392, exon 1 of 16)",130,NM_030813,81570,,NM_030813,ENSG00000162129,CLPB,ANKCLB|ANKCLP|HSP78|MEGCANN|MGCA7|MGCA7A|SCN9|SKD3,ClpB family mitochondrial disaggregase,protein-coding
siBAZ2B_3_peak_3202,chr16,74777442,74778061,+,104,NA,"intron (NM_024306, intron 1 of 6)","intron (NM_024306, intron 1 of 6)",30967,NM_024306,79152,,NM_024306,ENSG00000103089,FA2H,FAAH|FAH1|FAXDC1|SCS7|SPG35,fatty acid 2-hydroxylase,protein-coding
siBAZ2B_3_peak_3184,chr16,70748966,70749436,+,104,NA,"intron (NM_018052, intron 14 of 18)",L2b|LINE|L2,-29245,NM_138383,92154,,NM_138383,ENSG00000132613,MTSS2,ABBA|ABBA-1|ABBA1|IDDOF|MTSS1L,MTSS I-BAR domain containing 2,protein-coding
siBAZ2B_3_peak_5041,chr2,131113218,131113828,+,104,NA,promoter-TSS (NM_014369),promoter-TSS (NM_014369),-106,NM_001142370,26469,,NM_014369,ENSG00000072135,PTPN18,BDP1|PTP-HSCF,protein tyrosine phosphatase non-receptor type 18,protein-coding
siBAZ2B_3_peak_1257,chr11,14541650,14542076,+,104,NA,promoter-TSS (NM_002786),promoter-TSS (NM_002786),69,NM_002786,5682,,NM_002786,ENSG00000129084,PSMA1,HC2|HEL-S-275|NU|PROS30,proteasome 20S subunit alpha 1,protein-coding
siBAZ2B_3_peak_6275,chr4,57396708,57397055,+,104,NA,"exon (NM_001256475, exon 1 of 9)","exon (NM_001256475, exon 1 of 9)",109,NM_001256475,100506564,,NM_001256475,ENSG00000249693,SPMAP2L,THEGL,sperm microtubule associated protein 2 like,protein-coding
siBAZ2B_3_peak_788,chr1,249152900,249153587,+,104,NA,promoter-TSS (NM_001350073),promoter-TSS (NM_001350073),41,NM_001350072,55657,,NM_017865,ENSG00000171163,ZNF692,AREBP|Zfp692,zinc finger protein 692,protein-coding
siBAZ2B_3_peak_6525,chr5,61699313,61700069,+,104,NA,promoter-TSS (NM_014473),promoter-TSS (NM_014473),41,NM_001348077,27292,,NM_014473,ENSG00000086189,DIMT1,DIM1|DIMT1L|HSA9761|HUSSY5,DIM1 rRNA methyltransferase and ribosome maturation factor,protein-coding
siBAZ2B_3_peak_6383,chr4,144434263,144434875,+,104,NA,promoter-TSS (NM_003601),promoter-TSS (NM_003601),-286,NM_003601,8467,,NM_003601,ENSG00000153147,SMARCA5,ISWI|SNF2H|WCRF135|hISWI|hSNF2H,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",protein-coding
siBAZ2B_3_peak_1923,chr12,58087554,58088142,+,104,NA,promoter-TSS (NM_006812),promoter-TSS (NM_006812),-67,NM_006812,10956,,NM_006812,ENSG00000135506,OS9,ERLEC2|OS-9,OS9 endoplasmic reticulum lectin,protein-coding
siBAZ2B_3_peak_4231,chr19,30433088,30433640,+,103,NA,"non-coding (NR_045557, exon 1 of 10)","non-coding (NR_045557, exon 1 of 10)",218,NR_045557,8725,,NM_003796,ENSG00000105176,URI1,C19orf2|NNX3|PPP1R19|RMP|URI,URI1 prefoldin like chaperone,protein-coding
siBAZ2B_3_peak_6546,chr5,69586097,69586589,+,103,NA,promoter-TSS (NR_029426),promoter-TSS (NR_029426),-339,NR_029426,11039,,NM_006780,,GUSBP14,SMA3|SMA4|b55C20.2,GUSB pseudogene 14,pseudo
siBAZ2B_3_peak_1987,chr12,93771538,93772105,+,103,NA,promoter-TSS (NR_040096),promoter-TSS (NR_040096),-99,NM_001355407,440672,,NM_001355407,ENSG00000177144,NUDT4B,DIPP-2B|NUDT4P1,nudix hydrolase 4B,protein-coding
siBAZ2B_3_peak_8788,chrX,149736666,149737423,+,103,NA,promoter-TSS (NM_001376906),promoter-TSS (NM_001376906),-27,NM_001376906,4534,,NM_000252,ENSG00000171100,MTM1,CNM|CNMX|MTMX|XLMTM,myotubularin 1,protein-coding
siBAZ2B_3_peak_6641,chr5,118323860,118324402,+,103,NA,promoter-TSS (NM_001308081),promoter-TSS (NM_001308081),111,NM_173666,285605,,NM_173666,ENSG00000169570,DTWD2,-,DTW domain containing 2,protein-coding
siBAZ2B_3_peak_2269,chr14,19641595,19642146,+,103,NA,"intron (NR_164310, intron 3 of 9)","intron (NR_164310, intron 3 of 9)",-8162,NR_110526,503639,,NM_001013701,,DUXAP10,LNMAT1,double homeobox A pseudogene 10,pseudo
siBAZ2B_3_peak_840,chr10,21822697,21823231,+,103,NA,promoter-TSS (NM_001195627),promoter-TSS (NM_001195627),-137,NM_004641,8028,,NM_004641,ENSG00000078403,MLLT10,AF10,MLLT10 histone lysine methyltransferase DOT1L cofactor,protein-coding
siBAZ2B_3_peak_8340,chr9,108006611,108007174,+,103,NA,promoter-TSS (NM_001330731),promoter-TSS (NM_001330731),6,NM_001330731,23446,,NM_022109,ENSG00000070214,SLC44A1,CD92|CDW92|CHTL1|CONATOC|CTL1,solute carrier family 44 member 1,protein-coding
siBAZ2B_3_peak_7804,chr8,23103934,23104484,+,103,NA,promoter-TSS (NM_001317899),promoter-TSS (NM_001317899),55,NM_001363183,91782,,NM_152272,ENSG00000147457,CHMP7,-,charged multivesicular body protein 7,protein-coding
siBAZ2B_3_peak_7003,chr6,52441520,52442057,+,102,NA,promoter-TSS (NR_103446),promoter-TSS (NR_103446),70,NM_012288,9697,,NM_012288,ENSG00000065308,TRAM2,-,translocation associated membrane protein 2,protein-coding
siBAZ2B_3_peak_2769,chr15,78857736,78858152,+,102,NA,promoter-TSS (NM_001307945),promoter-TSS (NM_001307945),82,NM_001307945,1138,,NM_000745,ENSG00000169684,CHRNA5,LNCR2,cholinergic receptor nicotinic alpha 5 subunit,protein-coding
siBAZ2B_3_peak_7657,chr7,137686527,137687220,+,102,NA,promoter-TSS (NM_194071),promoter-TSS (NM_194071),-41,NM_194071,64764,,NM_194071,ENSG00000182158,CREB3L2,BBF2H7,cAMP responsive element binding protein 3 like 2,protein-coding
siBAZ2B_3_peak_2470,chr14,93673235,93673996,+,101,NA,promoter-TSS (NM_032490),promoter-TSS (NM_032490),14,NM_175748,55148,,NM_175748,ENSG00000012963,UBR7,C14orf130|LICAS,ubiquitin protein ligase E3 component n-recognin 7,protein-coding
siBAZ2B_3_peak_2713,chr15,71055629,71056162,+,101,NA,promoter-TSS (NM_018003),promoter-TSS (NM_018003),2,NM_018003,55075,,NM_018003,ENSG00000137831,UACA,NUCLING,uveal autoantigen with coiled-coil domains and ankyrin repeats,protein-coding
siBAZ2B_3_peak_859,chr10,29228501,29228972,+,101,NA,Intergenic,Intergenic,93399,NR_164114,283080,,NM_173577,ENSG00000232624,C10orf126,bA492M23.1,chromosome 10 open reading frame 126,ncRNA
siBAZ2B_3_peak_7628,chr7,124569654,124570174,+,101,NA,promoter-TSS (NM_015450),promoter-TSS (NM_015450),-13,NR_125718,401398,,NM_001023566,ENSG00000224897,POT1-AS1,-,POT1 antisense RNA 1,ncRNA
siBAZ2B_3_peak_7654,chr7,134896167,134896669,+,101,NA,promoter-TSS (NR_156130),promoter-TSS (NR_156130),-140,NM_014149,29062,,NM_014149,ENSG00000105875,WDR91,HSPC049|SORF-1|SORF1,WD repeat domain 91,protein-coding
siBAZ2B_3_peak_5054,chr2,136288426,136289046,+,100,NA,promoter-TSS (NM_015361),promoter-TSS (NM_015361),52,NM_032143,84083,,NM_032143,ENSG00000121988,ZRANB3,4933425L19Rik|AH2,zinc finger RANBP2-type containing 3,protein-coding
siBAZ2B_3_peak_7914,chr8,74268566,74268996,+,100,NA,promoter-TSS (NR_125388),promoter-TSS (NR_125388),-85,NR_125388,101926926,,NR_125388,ENSG00000250295,RDH10-AS1,-,RDH10 antisense RNA 1,ncRNA
siBAZ2B_3_peak_4752,chr2,39351221,39351658,+,100,NA,"intron (NM_001382394, intron 1 of 22)",CpG,570,NM_001382394,6654,,NM_005633,ENSG00000115904,SOS 1,GF1|GGF1|GINGF|HGF|NS4|SOS-1,SOS Ras/Rac guanine nucleotide exchange factor 1,protein-coding
siBAZ2B_3_peak_6228,chr4,9693150,9693613,+,100,NA,Intergenic,CpG,-89877,NM_000798,1816,,NM_000798,ENSG00000169676,DRD5,DBDR|DRD1B|DRD1L2,dopamine receptor D5,protein-coding
siBAZ2B_3_peak_6405,chr4,166033802,166034688,+,99,NA,promoter-TSS (NM_001100389),promoter-TSS (NM_001100389),-233,NM_001100389,201931,,NM_152681,ENSG00000170088,TMEM192,-,transmembrane protein 192,protein-coding
siBAZ2B_3_peak_981,chr10,85899042,85899747,+,99,NA,"intron (NM_014394, intron 1 of 8)",CpG,129,NM_014394,27069,,NM_014394,ENSG00000165678,GHITM,DERP2|HSPC282|MICS1|My021|PTD010|TMBIM5,growth hormone inducible transmembrane protein,protein-coding
siBAZ2B_3_peak_2384,chr14,64108347,64109067,+,99,NA,promoter-TSS (NM_001258272),promoter-TSS (NM_001258272),-118,NM_080666,112840,,NM_080666,ENSG00000140006,WDR89,C14orf150|MSTP050,WD repeat domain 89,protein-coding
siBAZ2B_3_peak_2339,chr14,39643944,39644671,+,99,NA,promoter-TSS (NM_002687),promoter-TSS (NM_002687),-151,NM_002687,5411,,NM_002687,ENSG00000100941,PNN,DRS|DRSP|SDK3|memA,"pinin, desmosome associated protein",protein-coding
siBAZ2B_3_peak_7684,chr7,149570620,149571273,+,99,NA,promoter-TSS (NM_001367795),promoter-TSS (NM_001367795),5,NR_027040,401431,,NM_001008745,ENSG00000204934,ATP6V0E2-AS1,-,ATP6V0E2 antisense RNA 1,ncRNA
siBAZ2B_3_peak_5070,chr2,154728311,154728767,+,99,NA,"5' UTR (NM_001376401, exon 1 of 13)","5' UTR (NM_001376401, exon 1 of 13)",104,NM_001301627,114805,,NM_052917,ENSG00000144278,GALNT13,GalNAc-T13|LINC01850,polypeptide N-acetylgalactosaminyltransferase 13,protein-coding
siBAZ2B_3_peak_8227,chr9,42019042,42019541,+,99,NA,"non-coding (NR_003670, exon 1 of 3)","non-coding (NR_003670, exon 1 of 3)",293,NR_003670,654466,,NM_001039113,ENSG00000291181,FGF7P3,KGFLP2,fibroblast growth factor 7 pseudogene 3,pseudo
siBAZ2B_3_peak_8685,chrX,53024710,53025128,+,99,NA,promoter-TSS (NM_014138),promoter-TSS (NM_014138),-268,NM_001242494,29057,,NM_014138,ENSG00000268350,FAM156A,PRO0659|TMEM29,family with sequence similarity 156 member A,protein-coding
siBAZ2B_3_peak_604,chr1,193028245,193029124,+,99,NA,promoter-TSS (NM_001199263),promoter-TSS (NM_001199263),-44,NM_001350847,51377,,NM_015984,ENSG00000116750,UCHL5,CGI-70|INO80R|UCH-L5|UCH37,ubiquitin C-terminal hydrolase L5,protein-coding
siBAZ2B_3_peak_7853,chr8,41386377,41386971,+,98,NA,promoter-TSS (NM_032336),promoter-TSS (NM_032336),-106,NM_032336,84296,,NM_032336,ENSG00000147536,GINS4,SLD5,GINS complex subunit 4,protein-coding
siBAZ2B_3_peak_3472,chr17,27918521,27918884,+,98,NA,Intergenic,Intergenic,-1448,NM_152345,124930,,NM_152345,ENSG00000198720,ANKRD13B,-,ankyrin repeat domain 13B,protein-coding
siBAZ2B_3_peak_4582,chr19,56825905,56826797,+,98,NA,promoter-TSS (NM_001322066),promoter-TSS (NM_001322066),-143,NM_001322078,79149,,NM_024303,ENSG00000131848,ZSCAN5A,ZNF495|ZSCAN5,zinc finger and SCAN domain containing 5A,protein-coding
siBAZ2B_3_peak_4936,chr2,92320167,92320751,+,98,NA,Intergenic,ALR/Alpha|Satellite|centr,191300,NR_027714,440888,,NM_001032412,,ACTR3BP2,FKSG73,ACTR3B pseudogene 2,pseudo
siBAZ2B_3_peak_1967,chr12,76478124,76478866,+,98,NA,promoter-TSS (NM_004537),promoter-TSS (NM_004537),-30,NM_001330232,4673,,NM_004537,ENSG00000187109,NAP1L1,NAP1|NAP1L|NRP,nucleosome assembly protein 1 like 1,protein-coding
siBAZ2B_3_peak_3870,chr17,80980314,80981177,+,98,NA,"intron (NM_001009905, intron 4 of 12)","intron (NM_001009905, intron 4 of 12)",-15872,NM_001320743,146712,,NM_001009905,ENSG00000175711,B3GNTL1,3-Gn-T8|B3GNT8|BGnT-8|QTGAL|beta-1|beta3Gn-T8|beta3GnTL1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1",protein-coding
siBAZ2B_3_peak_3656,chr17,48796842,48797298,+,98,NA,"5' UTR (NM_006107, exon 1 of 11)","5' UTR (NM_006107, exon 1 of 11)",106,NM_016424,51747,,NM_006107,ENSG00000108848,LUC7L3,CRA|CREAP-1|CROP|LUC7A|OA48-18|hLuc7A,LUC7 like 3 pre-mRNA splicing factor,protein-coding
siBAZ2B_3_peak_759,chr1,236073794,236074148,+,98,NA,Intergenic,Intergenic,-26958,NR_102436,1130,,NM_000081,ENSG00000143669,LYST,CHS|CHS1|Mauve,lysosomal trafficking regulator,protein-coding
siBAZ2B_3_peak_2289,chr14,23058140,23058757,+,97,NA,promoter-TSS (NM_001344),promoter-TSS (NM_001344),-318,NM_001344,1603,,NM_001344,ENSG00000129562,DAD1,OST2,defender against cell death 1,protein-coding
siBAZ2B_3_peak_5815,chr3,16306028,16306847,+,97,NA,promoter-TSS (NM_001352983),promoter-TSS (NM_001352983),13,NM_001047434,285381,,NM_206831,ENSG00000154813,DPH3,DELGIP|DELGIP1|DESR1|DPH3A|KTI11|ZCSL2,diphthamide biosynthesis 3,protein-coding
siBAZ2B_3_peak_1254,chr11,13689739,13690668,+,97,NA,promoter-TSS (NM_032228),promoter-TSS (NM_032228),-12,NM_032228,84188,,NM_032228,ENSG00000197601,FAR1,CSPSD|MLSTD2|PFCRD|SDR10E1,fatty acyl-CoA reductase 1,protein-coding
siBAZ2B_3_peak_8004,chr8,109455496,109456194,+,97,NA,promoter-TSS (NR_138033),promoter-TSS (NR_138033),-8,NM_014673,9694,,NM_014673,ENSG00000104412,EMC2,KIAA0103|TTC35,ER membrane protein complex subunit 2,protein-coding
siBAZ2B_3_peak_2835,chr15,90437006,90437373,+,97,NA,promoter-TSS (NM_005829),promoter-TSS (NM_005829),37,NR_037582,10239,,NM_005829,ENSG00000157823,AP3S2,AP3S3|sigma3b,adaptor related protein complex 3 subunit sigma 2,protein-coding
siBAZ2B_3_peak_5501,chr20,56884512,56884849,+,97,NA,promoter-TSS (NM_020673),promoter-TSS (NM_020673),-91,NM_020673,57403,,NM_020673,ENSG00000124209,RAB22A,-,"RAB22A, member RAS oncogene family",protein-coding
siBAZ2B_3_peak_3846,chr17,79650517,79651179,+,97,NA,promoter-TSS (NM_001329609),promoter-TSS (NM_001329609),-21,NM_001040025,339231,,NM_001040025,ENSG00000214087,ARL 16.00,-,ADP ribosylation factor like GTPase 16,protein-coding
siBAZ2B_3_peak_4774,chr2,46542305,46542832,+,97,NA,"intron (NM_001430, intron 1 of 15)","intron (NM_001430, intron 1 of 15)",18022,NM_001430,2034,,NM_001430,ENSG00000116016,EPAS1,ECYT4|HIF2A|HLF|MOP2|PASD2|bHLHe73,endothelial PAS domain protein 1,protein-coding
siBAZ2B_3_peak_6011,chr3,121468274,121468795,+,97,NA,promoter-TSS (NM_001256488),promoter-TSS (NM_001256488),54,NM_001366284,2804,,NM_004487,ENSG00000173230,GOLGB1,GCP|GCP372|GOLIM1,golgin B1,protein-coding
siBAZ2B_3_peak_7492,chr7,76022285,76022817,+,97,NA,"intron (NM_080744, intron 9 of 10)",CpG,-4288,NM_007155,7784,,NM_007155,ENSG00000188372,ZP3,OOMD3|OZEMA3|ZP3A|ZP3B|ZPC|Zp-3,zona pellucida glycoprotein 3,protein-coding
siBAZ2B_3_peak_5019,chr2,122494243,122494810,+,97,NA,promoter-TSS (NM_032390),promoter-TSS (NM_032390),-75,NM_032390,84365,,NM_032390,ENSG00000155438,NIFK,MKI67IP|Nopp34,nucleolar protein interacting with the FHA domain of MKI67,protein-coding
siBAZ2B_3_peak_6339,chr4,108640998,108641847,+,97,NA,promoter-TSS (NM_005443),promoter-TSS (NM_005443),-32,NM_005443,9061,,NM_005443,ENSG00000138801,PAPSS1,ATPSK1|PAPSS|SK1,3'-phosphoadenosine 5'-phosphosulfate synthase 1,protein-coding
siBAZ2B_3_peak_3643,chr17,47865931,47866789,+,97,NA,"intron (NM_001199155, intron 1 of 13)",CpG,317,NM_007067,11143,,NM_007067,ENSG00000136504,KAT7,HBO1|HBOA|MYST2|ZC2HC7,lysine acetyltransferase 7,protein-coding
siBAZ2B_3_peak_5454,chr20,43513998,43514614,+,97,NA,promoter-TSS (NM_003404),promoter-TSS (NM_003404),-40,NM_003404,7529,,NM_003404,ENSG00000166913,YWHAB,GW128|HEL-S-1|HS1|KCIP-1|YWHAA,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta,protein-coding
siBAZ2B_3_peak_7847,chr8,38614351,38614714,+,96,NA,promoter-TSS (NM_001352796),promoter-TSS (NM_001352796),-261,NM_001352784,6867,,NM_006283,ENSG00000147526,TACC1,Ga55,transforming acidic coiled-coil containing protein 1,protein-coding
siBAZ2B_3_peak_697,chr1,222638643,222639116,+,96,NA,Intergenic,CpG,82567,NM_024746,79802,,NM_024746,ENSG00000143512,HHIPL2,KIAA1822L,HHIP like 2,protein-coding
siBAZ2B_3_peak_5147,chr2,200775721,200776364,+,96,NA,promoter-TSS (NM_153689),promoter-TSS (NM_153689),26,NM_153689,205327,,NM_153689,ENSG00000178074,C2orf69,COXPD53,chromosome 2 open reading frame 69,protein-coding
siBAZ2B_3_peak_6208,chr4,2537779,2538276,+,96,NA,promoter-TSS (NM_001366318),promoter-TSS (NM_001366318),-347,NM_001366318,8603,,NM_003704,ENSG00000125386,FAM193A,C4orf8|RES4-22,family with sequence similarity 193 member A,protein-coding
siBAZ2B_3_peak_1076,chr10,105677785,105678453,+,96,NA,promoter-TSS (NM_024928),promoter-TSS (NM_024928),-177,NM_024928,79991,,NM_024928,ENSG00000107960,STN 1.00,AAF-44|AAF44|OBFC1|RPA-32|bA541N10.2,STN1 subunit of CST complex,protein-coding
siBAZ2B_3_peak_2323,chr14,32953698,32954238,+,96,NA,"intron (NM_004274, intron 2 of 13)","intron (NM_004274, intron 2 of 13)",155464,NM_004274,9472,,NM_004274,ENSG00000151320,AKAP6,ADAP100|ADAP6|AKAP100|PRKA6|mAKAP,A-kinase anchoring protein 6,protein-coding
siBAZ2B_3_peak_6067,chr3,141050376,141050866,+,96,NA,"intron (NM_001080412, intron 1 of 7)","intron (NM_001080412, intron 1 of 7)",7593,NM_001080412,253461,,NM_152535,ENSG00000177311,ZBTB38,CIBZ|PPP1R171|ZNF921,zinc finger and BTB domain containing 38,protein-coding
siBAZ2B_3_peak_8226,chr9,41954398,41955100,+,96,NA,"non-coding (NR_126046, exon 1 of 2)","non-coding (NR_126046, exon 1 of 2)",428,NR_126044,389741,,NM_203448,ENSG00000278175,GLIDR,FAM88A|LINC01172|TCONS_00015562,glioblastoma down-regulated RNA,ncRNA
siBAZ2B_3_peak_3830,chr17,78428369,78429163,+,96,NA,Intergenic,CpG,21641,NM_002522,4884,,NM_002522,ENSG00000171246,NPTX1,NP1|SCA50,neuronal pentraxin 1,protein-coding
siBAZ2B_3_peak_1270,chr11,18548121,18548528,+,96,NA,"exon (NM_006292, exon 1 of 10)","exon (NM_006292, exon 1 of 10)",165,NM_006292,7251,,NM_006292,ENSG00000074319,TSG101,TSG10|VPS23,tumor susceptibility 101,protein-coding
siBAZ2B_3_peak_5738,chr22,42466529,42467028,+,95,NA,promoter-TSS (NM_001362848),promoter-TSS (NM_001362848),38,NM_000262,4668,,NM_000262,ENSG00000198951,NAGA,D22S674|GALB,alpha-N-acetylgalactosaminidase,protein-coding
siBAZ2B_3_peak_6701,chr5,137911016,137911462,+,95,NA,promoter-TSS (NM_004134),promoter-TSS (NM_004134),-149,NM_004134,3313,,NM_004134,ENSG00000113013,HSPA9,CRP40|CSA|EVPLS|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74|SAAN|SIDBA4,heat shock protein family A (Hsp70) member 9,protein-coding
siBAZ2B_3_peak_7159,chr6_cox_hap2,2097224,2097616,+,95,NA,promoter-TSS (NR_072994).3,promoter-TSS (NR_072994).3,-250,NM_014046,28973,,NM_014046,ENSG00000204568,MRPS18B,C6orf14|HSPC183|HumanS18a|MRP-S18-2|MRPS18-2|PTD017|S18amt|mS40,mitochondrial ribosomal protein S18B,protein-coding
siBAZ2B_3_peak_1033,chr10,99642114,99642677,+,95,NA,"intron (NM_018058, intron 13 of 14)","intron (NM_018058, intron 13 of 14)",-6741,NR_162124,113839520,,NR_162124,,MIR3085,-,microRNA 3085,ncRNA
siBAZ2B_3_peak_3686,chr17,56709115,56709484,+,95,NA,"intron (NM_001201457, intron 2 of 32)","intron (NM_001201457, intron 2 of 32)",60107,NM_031272,56155,,NM_031272,ENSG00000121101,TEX14,CT113|SPGF23|SgK307,"testis expressed 14, intercellular bridge forming factor",protein-coding
siBAZ2B_3_peak_6629,chr5,111093209,111093880,+,95,NA,promoter-TSS (NM_004772),promoter-TSS (NM_004772),-118,NM_001142478,9315,,NM_004772,ENSG00000134986,NREP,C5orf13|D4S114|P311|PRO1873|PTZ17|SEZ17,neuronal regeneration related protein,protein-coding
siBAZ2B_3_peak_6060,chr3,136471012,136471585,+,95,NA,promoter-TSS (NM_005862),promoter-TSS (NM_005862),-78,NM_005862,10274,,NM_005862,ENSG00000118007,STAG1,MRD47|SA1|SCC3A,STAG1 cohesin complex component,protein-coding
