PeakID (cmd=annotatePeaks.pl siBAZ2B_siControl_raw_MACS2_overlap.bed hg19),Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
siBAZ2B_3_peak_4442,chr19,47759643,47760956,+,259,NA,"intron (NM_015603, intron 1 of 11)",CpG,517,NM_015603,26093,,NM_015603,ENSG00000105321,CCDC9,-,coiled-coil domain containing 9,protein-coding
siBAZ2B_3_peak_2039,chr12,109125130,109126117,+,258,NA,promoter-TSS (NM_014325),promoter-TSS (NM_014325),-329,NM_014325,23603,,NM_014325,ENSG00000110880,CORO1C,HCRNN4,coronin 1C,protein-coding
siBAZ2B_3_peak_4548,chr19,54640676,54641524,+,258,NA,promoter-TSS (NM_014516),promoter-TSS (NM_014516),-378,NM_014516,4849,,NM_014516,ENSG00000088038,CNOT3,IDDSADF|LENG2|NOT3|NOT3H,CCR4-NOT transcription complex subunit 3,protein-coding
siBAZ2B_3_peak_8272,chr9,79791834,79792650,+,258,NA,promoter-TSS (NM_033305),promoter-TSS (NM_033305),-119,NM_001018038,23230,,NM_015186,ENSG00000197969,VPS13A,BLTP5A|CHAC|CHOREIN,vacuolar protein sorting 13 homolog A,protein-coding
siBAZ2B_3_peak_4273,chr19,36605767,36606731,+,258,NA,promoter-TSS (NM_001300971),promoter-TSS (NM_001300971),-121,NM_001281,1155,,NM_001281,ENSG00000105254,TBCB,CG22|CKAP1|CKAPI,tubulin folding cofactor B,protein-coding
siBAZ2B_3_peak_4498,chr19,49866461,49867193,+,256,NA,promoter-TSS (NM_014419),promoter-TSS (NM_014419),-307,NM_001197302,27120,,NM_014419,ENSG00000104901,DKKL1,CT34|SGY|SGY-1|SGY1,dickkopf like acrosomal protein 1,protein-coding
siBAZ2B_3_peak_3907,chr18,11980727,11981521,+,255,NA,promoter-TSS (NM_014214),promoter-TSS (NM_014214),-382,NM_014214,3613,,NM_014214,ENSG00000141401,IMPA2,-,inositol monophosphatase 2,protein-coding
siBAZ2B_3_peak_1690,chr12,2629296,2629951,+,251,NA,"intron (NM_001129840, intron 9 of 46)","intron (NM_001129840, intron 9 of 46)",151763,NR_046579,100874235,,NR_046579,ENSG00000256271,CACNA1C-AS2,-,CACNA1C antisense RNA 2,ncRNA
siBAZ2B_3_peak_4606,chr2,676188,677462,+,251,NA,promoter-TSS (NM_001352681),promoter-TSS (NM_001352681),-121,NM_001352681,129787,,NM_152834,ENSG00000151353,TMEM18,lncND,transmembrane protein 18,protein-coding
siBAZ2B_3_peak_170,chr1,31190907,31191426,+,248,NA,promoter-TSS (NR_034182),promoter-TSS (NR_034182),-453,NR_034182,100129196,,NR_034182,ENSG00000186056,MATN1-AS1,-,MATN1 antisense RNA 1,ncRNA
siBAZ2B_3_peak_3393,chr17,16768430,16769268,+,248,NA,Intergenic,Intergenic,-19663,NR_146392,147228,,NM_001349721,,KRT17P1,-,keratin 17 pseudogene 1,pseudo
siBAZ2B_3_peak_2955,chr16,2932401,2933441,+,248,NA,promoter-TSS (NM_001142499),promoter-TSS (NM_001142499),-275,NM_001142500,114984,,NM_138439,ENSG00000162076,FLYWCH2,-,FLYWCH family member 2,protein-coding
siBAZ2B_3_peak_2444,chr14,77786828,77788120,+,247,NA,promoter-TSS (NM_013382),promoter-TSS (NM_013382),95,NM_001312660,2954,,NM_001513,ENSG00000100577,GSTZ1,GSTZ1-1|MAAI|MAAID|MAI,glutathione S-transferase zeta 1,protein-coding
siBAZ2B_3_peak_4422,chr19,46405928,46406488,+,247,NA,promoter-TSS (NM_001012643),promoter-TSS (NM_001012643),-337,NM_001012643,339344,,NM_001012643,ENSG00000176182,MYPOP,P42pop,"Myb related transcription factor, partner of profilin",protein-coding
siBAZ2B_3_peak_7722,chr7_gl000195_random,30440,33218,+,245,NA,Intergenic,Intergenic,34211,NM_001322975,102723360,,NM_001322975,,LOC102723360,-,uncharacterized LOC102723360,ncRNA
siBAZ2B_3_peak_8532,chrM,113,3038,+,245,NA,Intergenic,Intergenic,5940,NR_162149,113219467,,NR_162149,,MIR12136,-,microRNA 12136,ncRNA
siBAZ2B_3_peak_8246,chr9,67320337,67320933,+,245,NA,"intron (NR_160665, intron 3 of 3)",ALR/Alpha|Satellite|centr,19530,NR_146110,728034,,NR_146105,,BMS1P23,-,BMS1 pseudogene 23,pseudo
siBAZ2B_3_peak_2526,chr14,105218809,105219621,+,245,NA,promoter-TSS (NM_021709),promoter-TSS (NM_021709),-269,NM_021709,10572,,NM_006427,ENSG00000184990,SIVA1,CD27BP|SIVA|Siva-1|Siva-2,SIVA1 apoptosis inducing factor,protein-coding
siBAZ2B_3_peak_7580,chr7,102145880,102146295,+,245,NA,"intron (NM_001367767, intron 5 of 20)","intron (NM_001367767, intron 5 of 20)",12137,NM_001367767,100271927,,NM_001277335,ENSG00000170667,RASA4B,-,RAS p21 protein activator 4B,protein-coding
siBAZ2B_3_peak_4393,chr19,45393710,45394775,+,245,NA,promoter-TSS (NM_001128917),promoter-TSS (NM_001128917),-235,NM_001128916,10452,,NM_006114,ENSG00000130204,TOMM40,C19orf1|D19S1177E|PER-EC1|PEREC1|TOM40,translocase of outer mitochondrial membrane 40,protein-coding
siBAZ2B_3_peak_4833,chr2,64977855,64979117,+,242,NA,Intergenic,CpG,-97439,NM_014755,9792,,NM_014755,ENSG00000179833,SERTAD2,Sei-2|TRIP-Br2|TRIPBR2,SERTA domain containing 2,protein-coding
siBAZ2B_3_peak_5646,chr22,21822376,21822851,+,241,NA,"intron (NM_001207052, intron 3 of 8)",CpG-18500,1154,NM_001207052,645426,,NM_001207052,ENSG00000206140,TMEM191C,-,transmembrane protein 191C,protein-coding
siBAZ2B_3_peak_8243,chr9,66970989,66971494,+,241,NA,"intron (NR_135597, intron 4 of 4).2",ALR/Alpha|Satellite|centr,48274,NR_121570,101928381,,NR_121570,,LOC101928381,-,uncharacterized LOC101928381,ncRNA
siBAZ2B_3_peak_8055,chr8,141474266,141475230,+,241,NA,Intergenic,CpG,-6070,NM_031466,83696,,NM_031466,ENSG00000167632,TRAPPC9,IBP|IKBKBBP|MRT13|NIBP|T1|TRS120,trafficking protein particle complex subunit 9,protein-coding
siBAZ2B_3_peak_4346,chr19,41283458,41284875,+,241,NA,promoter-TSS (NM_016154),promoter-TSS (NM_016154),14,NM_016154,53916,,NM_016154,ENSG00000167578,RAB4B,-,"RAB4B, member RAS oncogene family",protein-coding
siBAZ2B_3_peak_3260,chr16,88519092,88519653,+,240,NA,promoter-TSS (NM_153813),promoter-TSS (NM_153813),-316,NM_153813,161882,,NM_153813,ENSG00000179588,ZFPM1,FOG|FOG1|ZC2HC11A|ZNF408|ZNF89A,"zinc finger protein, FOG family member 1",protein-coding
siBAZ2B_3_peak_4938,chr2,92324802,92325783,+,240,NA,Intergenic,ALR/Alpha|Satellite|centr,196133,NR_027714,440888,,NM_001032412,,ACTR3BP2,FKSG73,ACTR3B pseudogene 2,pseudo
siBAZ2B_3_peak_2107,chr12,122710281,122711030,+,239,NA,promoter-TSS (NR_103497),promoter-TSS (NR_103497),-56,NM_001371333,56616,,NM_019887,ENSG00000184047,DIABLO,DFNA64|SMAC,diablo IAP-binding mitochondrial protein,protein-coding
siBAZ2B_3_peak_3890,chr18,107881,109250,+,238,NA,promoter-TSS (NR_033770),promoter-TSS (NR_033770),-500,NR_033770,727758,,NR_033770,ENSG00000290877,ROCK1P1,ROCK1P,Rho associated coiled-coil containing protein kinase 1 pseudogene 1,pseudo
siBAZ2B_3_peak_4272,chr19,36544918,36546057,+,237,NA,promoter-TSS (NM_173636),promoter-TSS (NM_173636),177,NM_001331103,199745,,NM_152658,ENSG00000161277,THAP8,-,THAP domain containing 8,protein-coding
siBAZ2B_3_peak_4855,chr2,70141470,70142469,+,236,NA,promoter-TSS (NM_001202513),promoter-TSS (NM_001202513),-204,NM_001202514,4084,,NM_002357,ENSG00000059728,MXD1,BHLHC58|MAD|MAD1,MAX dimerization protein 1,protein-coding
siBAZ2B_3_peak_4448,chr19,48018226,48018905,+,236,NA,promoter-TSS (NM_003827),promoter-TSS (NM_003827),-245,NR_038457,8775,,NM_003827,ENSG00000105402,NAPA,SNAPA,NSF attachment protein alpha,protein-coding
siBAZ2B_3_peak_3017,chr16,18495569,18496434,+,235,NA,promoter-TSS (NR_146331),promoter-TSS (NR_146331),123,NR_036142,100422956,,NR_036142,ENSG00000265373,MIR3180-2,mir-3180-2,microRNA 3180-2,ncRNA
siBAZ2B_3_peak_1869,chr12,54019820,54020288,+,234,NA,promoter-TSS (NM_001366556),promoter-TSS (NM_001366556),112,NM_001366560,114108587,,NM_001366559,ENSG00000267281,ATF7-NPFF,-,ATF7-NPFF readthrough,protein-coding
siBAZ2B_3_peak_8786,chrX,149107860,149109004,+,233,NA,"intron (NR_027456, intron 1 of 11)","intron (NR_027456, intron 1 of 11)",1666,NR_027456,100272228,,NR_027456,ENSG00000235703,EOLA2-DT,LINC00894,EOLA2 divergent transcript,ncRNA
siBAZ2B_3_peak_5184,chr2,215674276,215674998,+,232,NA,promoter-TSS (NR_104216),promoter-TSS (NR_104216),-230,NR_104215,580,,NM_000465,ENSG00000138376,BARD1,-,BRCA1 associated RING domain 1,protein-coding
siBAZ2B_3_peak_3096,chr16,32264705,32265520,+,232,NA,"intron (NM_001368231, intron 1 of 1)",CpG,467,NR_110898,729264,,NM_001243722,ENSG00000205456,TP53TG3D,TP53TG3|TP53TG3B|TP53TG3C|TP53TG3E|TP53TG3F,TP53 target 3D,protein-coding
siBAZ2B_3_peak_3098,chr16,33205994,33206672,+,231,NA,"intron (NR_158195, intron 2 of 3).3",CpG-9438,730,NM_001330066,102724127,,NM_001330066,ENSG00000278848,TP53TG3F,TP53TG3|TP53TG3B|TP53TG3C|TP53TG3D|TP53TG3E,TP53 target 3 family member F,protein-coding
siBAZ2B_3_peak_4532,chr19,51161300,51162327,+,229,NA,TTS (NM_016148),TTS (NM_016148),9111,NM_001195076,342918,,NM_001195076,ENSG00000235034,C19orf81,-,chromosome 19 open reading frame 81,protein-coding
siBAZ2B_3_peak_4012,chr19,1812311,1813155,+,229,NA,promoter-TSS (NR_047593),promoter-TSS (NR_047593),-458,NM_138813,148229,,NM_138813,ENSG00000130270,ATP8B3,ATPIK,ATPase phospholipid transporting 8B3,protein-coding
siBAZ2B_3_peak_8663,chrX,48659948,48660919,+,228,NA,promoter-TSS (NM_001321229),promoter-TSS (NM_001321229),-41,NM_001321227,10013,,NM_006044,ENSG00000094631,HDAC6,CPBHM|HD6|JM21|KDAC6|PPP1R90,histone deacetylase 6,protein-coding
siBAZ2B_3_peak_3016,chr16,16403454,16404372,+,228,NA,TTS (NR_036141).2,TTS (NR_036141).2,177,NR_036142,100422956,,NR_036142,ENSG00000265373,MIR3180-2,mir-3180-2,microRNA 3180-2,ncRNA
siBAZ2B_3_peak_4176,chr19,17580729,17581445,+,227,NA,promoter-TSS (NM_198580),promoter-TSS (NM_198580),-246,NM_198580,376497,,NM_198580,ENSG00000130304,SLC27A1,ACSVL5|FATP|FATP-1|FATP1,solute carrier family 27 member 1,protein-coding
siBAZ2B_3_peak_5402,chr20,32580761,32581802,+,227,NA,promoter-TSS (NM_007367),promoter-TSS (NM_007367),-436,NM_007367,22913,,NM_007367,ENSG00000125970,RALY,HNRPCL2|P542,RALY heterogeneous nuclear ribonucleoprotein,protein-coding
siBAZ2B_3_peak_2930,chr16,2178172,2178712,+,227,NA,"intron (NM_000296, intron 1 of 45)","intron (NM_000296, intron 1 of 45)",-4678,NR_039741,100616258,,NR_039741,ENSG00000265867,MIR4516,mir-4516,microRNA 4516,ncRNA
siBAZ2B_3_peak_7585,chr7,102245016,102245686,+,226,NA,"intron (NM_006989, intron 5 of 20)","intron (NM_006989, intron 5 of 20)",11852,NM_006989,10156,,NM_006989,ENSG00000105808,RASA4,CAPRI|GAPL,RAS p21 protein activator 4,protein-coding
siBAZ2B_3_peak_1149,chr10,133972040,133972528,+,226,NA,"intron (NM_001323089, intron 18 of 22)","intron (NM_001323089, intron 18 of 22)",-28168,NM_006426,10570,,NM_006426,ENSG00000151640,DPYSL4,CRMP3|DRP-4|ULIP4,dihydropyrimidinase like 4,protein-coding
siBAZ2B_3_peak_4101,chr19,9929721,9930394,+,226,NA,promoter-TSS (NM_001316942),promoter-TSS (NM_001316942),-302,NM_001316937,54850,,NM_017703,ENSG00000127452,FBXL12,Fbl12,F-box and leucine rich repeat protein 12,protein-coding
siBAZ2B_3_peak_4270,chr19,36422318,36422907,+,225,NA,Intergenic,CpG,-4664,NM_024509,79414,,NM_024509,ENSG00000126243,LRFN3,FIGLER1|SALM4,leucine rich repeat and fibronectin type III domain containing 3,protein-coding
siBAZ2B_3_peak_7552,chr7,100183510,100184448,+,225,NA,promoter-TSS (NM_033506),promoter-TSS (NM_033506),28,NM_033506,26261,,NM_012172,ENSG00000106336,FBXO24,FBX24,F-box protein 24,protein-coding
siBAZ2B_3_peak_3709,chr17,61699106,61700132,+,225,NA,promoter-TSS (NM_001363768),promoter-TSS (NM_001363768),-158,NM_002401,4215,,NM_002401,ENSG00000198909,MAP3K3,MAPKKK3|MEKK3,mitogen-activated protein kinase kinase kinase 3,protein-coding
siBAZ2B_3_peak_4247,chr19,34849937,34850579,+,224,NA,Intergenic,CpG,-5387,NM_001289789,2821,,NM_000175,ENSG00000105220,GPI,AMF|GNPI|NLK|PGI|PHI|SA-36|SA36,glucose-6-phosphate isomerase,protein-coding
siBAZ2B_3_peak_5114,chr2,179315292,179316391,+,224,NA,promoter-TSS (NM_001353777),promoter-TSS (NM_001353777),61,NM_001316362,8575,,NM_003690,ENSG00000180228,PRKRA,DYT16|HSD14|PACT|RAX,protein activator of interferon induced protein kinase EIF2AK2,protein-coding
siBAZ2B_3_peak_230,chr1,45139571,45140524,+,223,NA,promoter-TSS (NM_001145636),promoter-TSS (NM_001145636),106,NM_001300747,79639,,NM_024587,ENSG00000126106,TMEM53,CTDI|NET4,transmembrane protein 53,protein-coding
siBAZ2B_3_peak_7678,chr7,148725277,148726240,+,222,NA,promoter-TSS (NM_001371245),promoter-TSS (NM_001371245),-161,NR_163905,9601,,NM_004911,ENSG00000155660,PDIA4,ERP70|ERP72|ERp-72,protein disulfide isomerase family A member 4,protein-coding
siBAZ2B_3_peak_3097,chr16,32686556,32687028,+,222,NA,"non-coding (NR_158199, exon 2 of 4).2","non-coding (NR_158199, exon 2 of 4).2",638,NM_001330066,102724127,,NM_001330066,ENSG00000278848,TP53TG3F,TP53TG3|TP53TG3B|TP53TG3C|TP53TG3D|TP53TG3E,TP53 target 3 family member F,protein-coding
siBAZ2B_3_peak_7584,chr7,102232780,102233650,+,222,NA,"intron (NM_006989, intron 15 of 20)","intron (NM_006989, intron 15 of 20)",-20147,NM_001097615,548644,,NM_001015884,ENSG00000285437,POLR2J3,RPB11b2,RNA polymerase II subunit J3,protein-coding
siBAZ2B_3_peak_7599,chr7,105925273,105925957,+,222,NA,promoter-TSS (NM_005746),promoter-TSS (NM_005746),-186,NM_005746,10135,,NM_005746,ENSG00000105835,NAMPT,1110035O14Rik|PBEF|PBEF1|VF|VISFATIN,nicotinamide phosphoribosyltransferase,protein-coding
siBAZ2B_3_peak_4358,chr19,42363600,42364347,+,222,NA,promoter-TSS (NM_001321485),promoter-TSS (NM_001321485),-352,NM_001321485,6223,,NM_001022,ENSG00000105372,RPS19,DBA|DBA1|LOH19CR1|S19|eS19,ribosomal protein S19,protein-coding
siBAZ2B_3_peak_8537,chrUn_gl000214,64301,65562,+,222,NA,NA,Intergenic,NA,NA,,,,,,,,
siBAZ2B_3_peak_8554,chrUn_gl000222,84090,84611,+,222,NA,Intergenic,CpG,-2999,NR_040005,401074,,NR_040004,ENSG00000242516,LINC00960,-,long intergenic non-protein coding RNA 960,ncRNA
siBAZ2B_3_peak_4287,chr19,38826196,38827707,+,222,NA,"intron (NM_001330496, intron 1 of 27)",CpG,481,NM_001330496,57828,,NM_021185,ENSG00000099338,CATSPERG,C19orf15,cation channel sperm associated auxiliary subunit gamma,protein-coding
siBAZ2B_3_peak_4915,chr2,86667901,86668672,+,220,NA,promoter-TSS (NM_018433),promoter-TSS (NM_018433),-208,NM_018433,55818,,NM_018433,ENSG00000115548,KDM3A,JHDM2A|JHMD2A|JMJD1|JMJD1A|TSGA,lysine demethylase 3A,protein-coding
siBAZ2B_3_peak_4674,chr2,24299030,24299692,+,220,NA,promoter-TSS (NM_001291328),promoter-TSS (NM_001291328),-165,NM_016047,51639,,NM_016047,ENSG00000115128,SF3B6,CGI-110|HSPC175|Ht006|P14|SAP14|SAP14a|SF3B14|SF3B14a,splicing factor 3b subunit 6,protein-coding
siBAZ2B_3_peak_5539,chr21,10819405,10819868,+,219,NA,Intergenic,(GAATG)n|Satellite|Satellite,171238,NM_199261,7179,,NM_199259,ENSG00000274391,TPTE,CT44|PTEN2|TPTE1,transmembrane phosphatase with tensin homology,protein-coding
siBAZ2B_3_peak_3978,chr18,77005621,77006620,+,219,NA,"intron (NM_198531, intron 11 of 29)","intron (NM_198531, intron 11 of 29)",-149810,NM_001278669,4772,,NM_006162,ENSG00000131196,NFATC1,NF-ATC|NF-ATc1.2|NFAT2|NFATc,nuclear factor of activated T cells 1,protein-coding
siBAZ2B_3_peak_1367,chr11,60928671,60929237,+,218,NA,promoter-TSS (NM_017966),promoter-TSS (NM_017966),-56,NM_017966,55048,,NM_017966,ENSG00000167987,VPS37C,-,VPS37C subunit of ESCRT-I,protein-coding
siBAZ2B_3_peak_528,chr1,161439006,161440087,+,218,NA,Intergenic,CpG,-35701,NM_001375296,2212,,NM_021642,ENSG00000143226,FCGR2A,CD32|CD32A|CDw32|FCG2|FCGR2|FCGR2A1|FcGR|FcgammaRIIa|IGFR2,Fc gamma receptor IIa,protein-coding
siBAZ2B_3_peak_6458,chr5,5422150,5422878,+,218,NA,promoter-TSS (NM_015325),promoter-TSS (NM_015325),-276,NM_015325,23379,,NM_015325,ENSG00000164151,ICE1,KIAA0947,interactor of little elongation complex ELL subunit 1,protein-coding
siBAZ2B_3_peak_7375,chr7,35043414,35043931,+,217,NA,"intron (NM_015283, intron 6 of 21)",MER76|LTR|ERVL,33425,NM_001366673,23333,,NM_015283,ENSG00000173852,DPY19L1,-,dpy-19 like C-mannosyltransferase 1,protein-coding
siBAZ2B_3_peak_4515,chr19,50380894,50381539,+,216,NA,promoter-TSS (NM_032375),promoter-TSS (NM_032375),257,NM_001168222,79735,,NM_024682,ENSG00000104946,TBC1D17,-,TBC1 domain family member 17,protein-coding
siBAZ2B_3_peak_8824,chrY,234179,234897,+,215,NA,Intergenic,Intergenic,3153,NR_027232,283981,,NR_027231,,LINC00685,CXYorf10|NCRNA00107|PPP2R3B-AS1,long intergenic non-protein coding RNA 685,ncRNA
siBAZ2B_3_peak_1403,chr11,62608940,62609433,+,215,NA,promoter-TSS (NM_001369451),promoter-TSS (NM_001369451),95,NM_001369451,54663,,NM_018093,ENSG00000133316,WDR74,Nsa1,WD repeat domain 74,protein-coding
siBAZ2B_3_peak_4332,chr19,40950267,40950723,+,215,NA,promoter-TSS (NM_203344),promoter-TSS (NM_203344),-253,NM_203344,29946,,NM_013368,ENSG00000167565,SERTAD3,RBT1,SERTA domain containing 3,protein-coding
siBAZ2B_3_peak_3077,chr16,30669361,30670389,+,214,NA,"5' UTR (NM_001105079, exon 1 of 18)","5' UTR (NM_001105079, exon 1 of 18)",123,NM_001105079,64319,,NM_022452,ENSG00000156860,FBRS,FBS|FBS1,fibrosin,protein-coding
siBAZ2B_3_peak_2500,chr14,102227413,102227819,+,213,NA,promoter-TSS (NM_001161726),promoter-TSS (NM_001161726),-430,NM_001352913,5527,,NM_002719,ENSG00000078304,PPP2R5C,B56G|B56gamma|PR61G,protein phosphatase 2 regulatory subunit B'gamma,protein-coding
siBAZ2B_3_peak_757,chr1,235667745,235668393,+,213,NA,promoter-TSS (NM_001277155),promoter-TSS (NM_001277155),-317,NM_152490,148789,,NM_152490,ENSG00000162885,B3GALNT2,B3GalNAc-T2|MDDGA11,"beta-1,3-N-acetylgalactosaminyltransferase 2",protein-coding
siBAZ2B_3_peak_5858,chr3,38065754,38066853,+,213,NA,promoter-TSS (NM_001130964),promoter-TSS (NM_001130964),-292,NR_024071,5333,,NM_006225,ENSG00000187091,PLCD1,NDNC3|PLC-III,phospholipase C delta 1,protein-coding
siBAZ2B_3_peak_526,chr1,161424174,161425407,+,212,NA,Intergenic,CpG,-50457,NM_001375296,2212,,NM_021642,ENSG00000143226,FCGR2A,CD32|CD32A|CDw32|FCG2|FCGR2|FCGR2A1|FcGR|FcgammaRIIa|IGFR2,Fc gamma receptor IIa,protein-coding
siBAZ2B_3_peak_4594,chr19,59055104,59056000,+,212,NA,"5' UTR (NM_005762, exon 1 of 17)","5' UTR (NM_005762, exon 1 of 17)",121,NM_005762,10155,,NM_005762,ENSG00000130726,TRIM28,KAP1|PPP1R157|RNF96|TF1B|TIF1B|TIF1beta,tripartite motif containing 28,protein-coding
siBAZ2B_3_peak_7355,chr7,25901734,25902416,+,212,NA,Intergenic,Intergenic,-72336,NR_157808,646588,,NR_157808,ENSG00000223561,LINC03007,-,long intergenic non-protein coding RNA 3007,ncRNA
siBAZ2B_3_peak_3030,chr16,22201604,22202712,+,211,NA,TTS (NM_001365288),TTS (NM_001365288),-15441,NM_013302,29904,,NM_013302,ENSG00000103319,EEF2K,CaMKIII|HSU93850|eEF-2K,eukaryotic elongation factor 2 kinase,protein-coding
siBAZ2B_3_peak_4664,chr2,20379610,20380128,+,210,NA,Intergenic,Intergenic,45022,NM_002997,6382,,NM_002997,ENSG00000115884,SDC1,CD138|SDC|SYND1|syndecan,syndecan 1,protein-coding
siBAZ2B_3_peak_4051,chr19,4471567,4472229,+,210,NA,promoter-TSS (NM_001001520),promoter-TSS (NM_001001520),-396,NM_032631,84717,,NM_032631,ENSG00000167674,HDGFL2,HDGF-2|HDGF2|HDGFRP2|HRP-2|HRP2,HDGF like 2,protein-coding
siBAZ2B_3_peak_7550,chr7,100136279,100137039,+,210,NA,promoter-TSS (NM_006076),promoter-TSS (NM_006076),-167,NM_006076,3268,,NM_006076,ENSG00000106351,AGFG2,HRBL|RABR,ArfGAP with FG repeats 2,protein-coding
siBAZ2B_3_peak_2885,chr15,102264337,102264737,+,210,NA,"exon (NM_152334, exon 1 of 19)","exon (NM_152334, exon 1 of 19)",139,NM_152334,123283,,NM_152334,ENSG00000185418,TARS3,TARSL2|ThrRS-L,threonyl-tRNA synthetase 3,protein-coding
siBAZ2B_3_peak_8406,chr9,130158855,130159644,+,209,NA,promoter-TSS (NM_001271712),promoter-TSS (NM_001271712),-168,NM_001271712,29988,,NM_014580,ENSG00000136856,SLC2A8,GLUT8|GLUTX1,solute carrier family 2 member 8,protein-coding
siBAZ2B_3_peak_7672,chr7,143317357,143318090,+,207,NA,promoter-TSS (NM_001365427),promoter-TSS (NM_001365427),-344,NM_001365427,285966,,NM_173678,ENSG00000170379,TCAF2,FAM115C|FAM139A|GATD9|GATD9B,TRPM8 channel associated factor 2,protein-coding
siBAZ2B_3_peak_4723,chr2,30369380,30369954,+,206,NA,promoter-TSS (NM_016061),promoter-TSS (NM_016061),-206,NM_001127400,51646,,NM_016061,ENSG00000119801,YPEL5,CGI-127,yippee like 5,protein-coding
siBAZ2B_3_peak_2535,chr14,105767025,105767849,+,206,NA,promoter-TSS (NM_001242790),promoter-TSS (NM_001242790),-99,NM_001242788,2972,,NM_001519,ENSG00000185024,BRF1,BRF|BRF-1|CFDS|GTF3B|HEL-S-76p|TAF3B2|TAF3C|TAFIII90|TF3B90|TFIIIB90|hBRF,BRF1 RNA polymerase III transcription initiation factor subunit,protein-coding
siBAZ2B_3_peak_7718,chr7,158611181,158611709,+,206,NA,"intron (NM_020728, intron 1 of 21)","intron (NM_020728, intron 1 of 21)",10755,NM_020728,57488,,NM_020728,ENSG00000117868,ESYT2,CHR2SYT|E-Syt2|FAM62B,extended synaptotagmin 2,protein-coding
siBAZ2B_3_peak_4509,chr19,50179745,50180779,+,206,NA,promoter-TSS (NM_198318),promoter-TSS (NM_198318),-266,NM_198318,3276,,NM_001536,ENSG00000126457,PRMT1,ANM1|HCP1|HRMT1L2|IR1B4,protein arginine methyltransferase 1,protein-coding
siBAZ2B_3_peak_4400,chr19,45958750,45959501,+,205,NA,Intergenic,Intergenic,-4320,NM_001369413,2067,,NM_001983,ENSG00000012061,ERCC1,COFS4|RAD10|UV20,"ERCC excision repair 1, endonuclease non-catalytic subunit",protein-coding
siBAZ2B_3_peak_4200,chr19,18632890,18633585,+,205,NA,promoter-TSS (NM_006532),promoter-TSS (NM_006532),-357,NM_006532,8178,,NM_006532,ENSG00000105656,ELL,C19orf17|ELL1|MEN|PPP1R68,elongation factor for RNA polymerase II,protein-coding
siBAZ2B_3_peak_4013,chr19,1863682,1864427,+,204,NA,promoter-TSS (NM_031918),promoter-TSS (NM_031918),-476,NM_031918,83855,,NM_031918,ENSG00000129911,KLF16,BTEB4|DRRF|NSLP2,KLF transcription factor 16,protein-coding
siBAZ2B_3_peak_4331,chr19,40948893,40949482,+,204,NA,promoter-TSS (NM_013368),promoter-TSS (NM_013368),-682,NM_013368,29946,,NM_013368,ENSG00000167565,SERTAD3,RBT1,SERTA domain containing 3,protein-coding
siBAZ2B_3_peak_3432,chr17,19281051,19281972,+,204,NA,promoter-TSS (NM_139034),promoter-TSS (NM_139034),-285,NM_001368769,27077,,NM_015681,ENSG00000108641,B9D1,B9|EPPB9|JBTS27|MKS9|MKSR-1|MKSR1,B9 domain containing 1,protein-coding
siBAZ2B_3_peak_3006,chr16,15004769,15005699,+,204,NA,promoter-TSS (NR_146231),promoter-TSS (NR_146231),153,NR_036142,100422956,,NR_036142,ENSG00000265373,MIR3180-2,mir-3180-2,microRNA 3180-2,ncRNA
siBAZ2B_3_peak_8416,chr9,130533313,130534061,+,204,NA,promoter-TSS (NM_001252334),promoter-TSS (NM_001252334),-39,NM_001252334,10044,,NM_005489,ENSG00000095370,SH2D3C,CHAT|NSP3|PRO34088|SHEP1,SH2 domain containing 3C,protein-coding
siBAZ2B_3_peak_3320,chr17,4634642,4635353,+,203,NA,"intron (NM_001305000, intron 1 of 2)",CpG,274,NM_001305000,400569,,NM_001001683,ENSG00000161920,MED11,HSPC296|NDDRSB,mediator complex subunit 11,protein-coding
