,Uniprot,Protein Symbol,Antibody Link,Number of Antibodies,Number of Providers,Number of Ref-ed Antibodies,Article Count,Interactions,GO Score,UV Score,Overall Score,GO Terms
55,O75381,PEX14,None,0,32,0,3,4,3,3,,"['C:cytosol', 'C:fibrillar center', 'C:membrane', 'C:nucleus', 'C:peroxisomal importomer complex', 'C:peroxisomal membrane', 'C:peroxisome', 'C:protein-containing complex', 'F:beta-tubulin binding', 'F:identical protein binding', 'F:microtubule binding', 'F:protein transmembrane transporter activity', 'F:protein-macromolecule adaptor activity', 'F:signaling receptor binding', 'F:transcription corepressor activity', 'P:cellular response to reactive oxygen species', 'P:microtubule anchoring', 'P:negative regulation of DNA-binding transcription factor activity', 'P:negative regulation of DNA-templated transcription', 'P:negative regulation of protein binding', 'P:peroxisome organization', 'P:peroxisome transport along microtubule', 'P:protein import into peroxisome matrix', 'P:protein import into peroxisome matrix, docking', 'P:protein import into peroxisome matrix, substrate release', 'P:protein import into peroxisome matrix, translocation', 'P:protein-containing complex assembly']"
56,O75414,NME6,None,0,22,0,1,3,0,2,,"['C:mitochondrial inner membrane', 'C:mitochondrial matrix', 'C:mitochondrion', 'F:ATP binding', 'F:metal ion binding', 'F:nucleoside diphosphate kinase activity', 'P:apoptotic process', 'P:CTP biosynthetic process', 'P:GTP biosynthetic process', 'P:negative regulation of cell growth', 'P:negative regulation of mitotic nuclear division', 'P:UTP biosynthetic process']"
57,O75494,SRSF10,None,0,25,0,3,2,-3,3,,"['C:axon terminus', 'C:cytoplasm', 'C:cytosol', 'C:dendrite', 'C:neuronal cell body', 'C:nuclear speck', 'C:nucleoplasm', 'C:nucleus', 'F:RNA binding', 'F:RS domain binding', 'F:unfolded protein binding', 'P:cytosolic transport', 'P:mRNA splice site recognition', 'P:mRNA splicing, via spliceosome', 'P:negative regulation of mRNA splicing, via spliceosome', 'P:regulation of DNA-templated transcription', 'P:regulation of mRNA splicing, via spliceosome', 'P:RNA splicing, via transesterification reactions', 'P:spliceosomal tri-snRNP complex assembly']"
58,O75592,MYCBP2,None,0,11,0,2,5,0,3,,"['C:axon', 'C:cytoplasm', 'C:cytosol', 'C:intracellular membrane-bounded organelle', 'C:membrane', 'C:microtubule cytoskeleton', 'C:nucleoplasm', 'C:nucleus', 'C:plasma membrane', 'F:guanyl-nucleotide exchange factor activity', 'F:identical protein binding', 'F:small GTPase binding', 'F:ubiquitin protein ligase activity', 'F:zinc ion binding', 'P:axon guidance', 'P:branchiomotor neuron axon guidance', 'P:central nervous system projection neuron axonogenesis', 'P:circadian regulation of gene expression', 'P:negative regulation of protein catabolic process', 'P:neuromuscular process', 'P:positive regulation of protein ubiquitination', 'P:protein K48-linked ubiquitination', 'P:protein ubiquitination', 'P:regulation of axon guidance', 'P:regulation of cytoskeleton organization', 'P:regulation of protein localization', 'P:regulation of synaptic assembly at neuromuscular junction']"
59,O75688,PPM1B,None,0,28,0,1,4,-1,2,,"['C:cytosol', 'C:membrane', 'C:nucleolus', 'C:nucleus', 'F:magnesium ion binding', 'F:manganese ion binding', 'F:myosin phosphatase activity', 'F:protein serine/threonine phosphatase activity', 'P:N-terminal protein myristoylation', 'P:negative regulation of canonical NF-kappaB signal transduction', 'P:negative regulation of defense response to virus', 'P:negative regulation of interferon-beta production', 'P:negative regulation of non-canonical NF-kappaB signal transduction', 'P:peptidyl-threonine dephosphorylation', 'P:positive regulation of canonical Wnt signaling pathway', 'P:protein dephosphorylation']"
60,O75828,CBR3,None,0,34,0,2,2,0,2,,"['C:cytosol', 'C:extracellular space', 'C:nucleoplasm', 'F:3-keto sterol reductase activity', 'F:carbonyl reductase (NADPH) activity', 'F:NADPH binding', 'F:NADPH dehydrogenase (quinone) activity', 'P:cognition', 'P:phylloquinone catabolic process', 'P:xenobiotic metabolic process']"
61,O75881,CYP7B1,None,0,34,0,4,2,0,-4,,"['C:endoplasmic reticulum membrane', 'F:24-hydroxycholesterol 7alpha-hydroxylase activity', 'F:25-hydroxycholesterol 7alpha-hydroxylase activity', 'F:27-hydroxycholesterol 7-alpha-monooxygenase activity', 'F:heme binding', 'F:iron ion binding', 'F:oxysterol 7-alpha-hydroxylase activity', 'P:B cell chemotaxis', 'P:bile acid biosynthetic process', 'P:cholesterol homeostasis', 'P:cholesterol metabolic process', 'P:epithelial cell proliferation', 'P:intracellular estrogen receptor signaling pathway', 'P:negative regulation of intracellular estrogen receptor signaling pathway', 'P:positive regulation of epithelial cell proliferation', 'P:prostate gland epithelium morphogenesis', 'P:sterol metabolic process']"
62,O94776,MTA2,None,0,39,0,5,6,9,3,,"['C:chromatin', 'C:chromosome, telomeric region', 'C:histone deacetylase complex', 'C:membrane', 'C:nucleoplasm', 'C:nucleus', 'C:NuRD complex', 'C:protein-containing complex', 'C:transcription regulator complex', 'F:chromatin binding', 'F:histone deacetylase activity', 'F:histone deacetylase binding', 'F:metal ion binding', 'F:RNA polymerase II-specific DNA-binding transcription factor binding', 'F:sequence-specific DNA binding', 'F:transcription coactivator activity', 'F:transcription corepressor activity', 'P:chromatin organization', 'P:chromatin remodeling', 'P:negative regulation of DNA-templated transcription', 'P:negative regulation of transcription by RNA polymerase II', 'P:positive regulation of DNA-templated transcription', 'P:positive regulation of transcription by RNA polymerase II', 'P:regulation of cell fate specification', 'P:regulation of fibroblast migration', 'P:regulation of stem cell differentiation']"
63,O94850,DDN,None,0,5,0,8,1,3,2,,"['C:cell projection', 'C:cytoplasm', 'C:dendritic spine membrane', 'C:endoplasmic reticulum membrane', 'C:nucleus', 'C:perikaryon', 'C:postsynaptic membrane', 'F:DNA-binding transcription factor activity, RNA polymerase II-specific', 'F:RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'P:positive regulation of transcription by RNA polymerase II']"
64,O94854,MACF1,None,0,0,0,4,11,0,3,,"['C:cytoplasm', 'C:cytoskeleton', 'F:calcium ion binding', 'F:microtubule binding', 'P:intermediate filament cytoskeleton organization']"
65,O94886,TMEM63A,None,0,15,0,0,0,0,3,,"['C:centriolar satellite', 'C:early endosome membrane', 'C:extracellular exosome', 'C:intracellular membrane-bounded organelle', 'C:lysosomal membrane', 'C:plasma membrane', 'C:specific granule membrane', 'C:tertiary granule membrane', 'F:calcium-activated cation channel activity', 'F:mechanosensitive monoatomic ion channel activity', 'F:nucleic acid binding', 'F:osmolarity-sensing monoatomic cation channel activity', 'P:surfactant secretion']"
66,O94892,ZNF432,None,0,13,0,0,0,5,2,,"['C:nucleoplasm', 'C:nucleus', 'F:damaged DNA binding', 'F:DNA-binding transcription factor activity, RNA polymerase II-specific', 'F:metal ion binding', 'F:protein-macromolecule adaptor activity', 'F:RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'P:DNA damage response', 'P:regulation of transcription by RNA polymerase II']"
67,O95045,UPP2,None,0,22,0,1,2,0,-4,,"['C:cytosol', 'C:type III intermediate filament', 'F:deoxyuridine phosphorylase activity', 'F:identical protein binding', 'F:uridine phosphorylase activity', 'P:dCMP catabolic process', 'P:nucleoside metabolic process', 'P:UMP salvage', 'P:uridine catabolic process', 'P:uridine metabolic process']"
68,O95155,UBE4B,None,0,30,0,0,10,0,3,,"['C:cytoplasm', 'C:nucleus', 'C:ubiquitin ligase complex', 'F:enzyme binding', 'F:ubiquitin-ubiquitin ligase activity', 'P:ERAD pathway', 'P:granzyme-mediated apoptotic signaling pathway', 'P:proteasome-mediated ubiquitin-dependent protein catabolic process', 'P:protein polyubiquitination', 'P:response to UV', 'P:ubiquitin-dependent protein catabolic process']"
69,O95208,EPN2,None,0,26,0,0,7,0,3,,"['C:clathrin vesicle coat', 'C:cytosol', 'C:endosome', 'C:intracellular membrane-bounded organelle', 'C:plasma membrane', 'F:cadherin binding', 'F:clathrin binding', 'F:phospholipid binding', 'P:endocytosis', 'P:negative regulation of sprouting angiogenesis', 'P:negative regulation of vascular endothelial growth factor receptor signaling pathway', 'P:positive regulation of Notch signaling pathway']"
70,O95251,KAT7,None,0,38,0,7,5,7,2,,"['C:chromatin', 'C:chromosome', 'C:chromosome, centromeric region', 'C:cytosol', 'C:histone acetyltransferase complex', 'C:histone H3-K14 acetyltransferase complex', 'C:nucleoplasm', 'C:nucleus', 'C:site of DNA damage', 'F:chromatin binding', 'F:DNA replication origin binding', 'F:histone acetyltransferase activity', 'F:histone H3 acetyltransferase activity', 'F:histone H3K14 acetyltransferase activity', 'F:histone H3K23 acetyltransferase activity', 'F:histone H3K4 acetyltransferase activity', 'F:histone H4 acetyltransferase activity', 'F:histone H4K12 acetyltransferase activity', 'F:histone H4K5 acetyltransferase activity', 'F:histone H4K8 acetyltransferase activity', 'F:transcription coregulator activity', 'F:zinc ion binding', 'P:DNA repair', 'P:DNA replication', 'P:DNA replication-dependent chromatin disassembly', 'P:internal peptidyl-lysine acetylation', 'P:natural killer cell differentiation', 'P:positive regulation of DNA replication', 'P:positive regulation of DNA-templated transcription, elongation', 'P:positive regulation of hematopoietic stem cell proliferation', 'P:positive regulation of protein localization to nucleus', 'P:regulation of cell cycle', 'P:regulation of cell growth', 'P:regulation of DNA biosynthetic process', 'P:regulation of DNA replication', 'P:regulation of DNA-templated DNA replication initiation', 'P:regulation of DNA-templated transcription', 'P:regulation of nucleotide-excision repair', 'P:regulation of transcription by RNA polymerase II', 'P:response to actinomycin D', 'P:response to anisomycin', 'P:response to dithiothreitol', 'P:response to hydroxyurea', 'P:response to sorbitol', 'P:stress-activated protein kinase signaling cascade', 'P:transcription initiation-coupled chromatin remodeling']"
71,O95363,FARS2,None,0,23,0,0,2,-2,3,,"['C:cytoplasm', 'C:mitochondrial matrix', 'C:mitochondrion', 'F:ATP binding', 'F:phenylalanine-tRNA ligase activity', 'F:tRNA binding', 'P:phenylalanyl-tRNA aminoacylation', 'P:tRNA aminoacylation for protein translation', 'P:tRNA processing']"
72,O95613,PCNT,None,0,24,0,2,15,0,3,,"['C:centriolar satellite', 'C:centriole', 'C:centrosome', 'C:cytosol', 'C:membrane', 'C:microtubule', 'F:calmodulin binding', 'F:molecular adaptor activity', 'P:cilium assembly', 'P:microtubule cytoskeleton organization', 'P:mitotic spindle organization', 'P:positive regulation of intracellular protein transport', 'P:signal transduction']"
73,O95757,HSPA4L,None,0,27,0,0,9,0,-4,,"['C:cytoplasm', 'C:cytosol', 'C:nucleus', 'F:adenyl-nucleotide exchange factor activity', 'F:ATP binding', 'F:ATP-dependent protein folding chaperone', 'P:protein folding', 'P:response to unfolded protein']"
74,O95831,AIFM1,None,0,46,0,22,3,1,3,,"['C:cytoplasm', 'C:cytosol', 'C:mitochondrial inner membrane', 'C:mitochondrial intermembrane space', 'C:mitochondrion', 'C:nucleus', 'C:perinuclear region of cytoplasm', 'F:DNA binding', 'F:FAD binding', 'F:NAD(P)H oxidase H2O2-forming activity', 'F:NADH dehydrogenase activity', 'F:oxidoreductase activity, acting on NAD(P)H', 'F:poly-ADP-D-ribose binding', 'F:protein dimerization activity', 'P:activation of cysteine-type endopeptidase activity involved in apoptotic process', 'P:apoptotic process', 'P:cellular response to aldosterone', 'P:cellular response to estradiol stimulus', 'P:cellular response to hydrogen peroxide', 'P:cellular response to hypoxia', 'P:cellular response to nitric oxide', 'P:chromosome condensation', 'P:intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress', 'P:mitochondrial respiratory chain complex assembly', 'P:mitochondrial respiratory chain complex I assembly', 'P:neuron apoptotic process', 'P:neuron differentiation', 'P:positive regulation of apoptotic process', 'P:positive regulation of necroptotic process', 'P:positive regulation of neuron apoptotic process', 'P:protein import into mitochondrial intermembrane space', 'P:regulation of apoptotic DNA fragmentation', 'P:response to ischemia', 'P:response to L-glutamate', 'P:response to toxic substance']"
75,P01100,FOS,None,0,50,0,489,17,16,2,,"['C:chromatin', 'C:cytosol', 'C:endoplasmic reticulum', 'C:nucleoplasm', 'C:nucleus', 'C:protein-DNA complex', 'C:RNA polymerase II transcription regulator complex', 'C:transcription factor AP-1 complex', 'F:chromatin binding', 'F:DNA-binding transcription activator activity, RNA polymerase II-specific', 'F:DNA-binding transcription factor activity', 'F:DNA-binding transcription factor activity, RNA polymerase II-specific', 'F:identical protein binding', 'F:R-SMAD binding', 'F:RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'F:RNA polymerase II core promoter sequence-specific DNA binding', 'F:RNA polymerase II-specific DNA-binding transcription factor binding', 'F:sequence-specific double-stranded DNA binding', 'F:transcription cis-regulatory region binding', 'F:transcription coregulator binding', 'P:cellular response to cadmium ion', 'P:cellular response to calcium ion', 'P:cellular response to epidermal growth factor stimulus', 'P:cellular response to hypoxia', 'P:cellular response to parathyroid hormone stimulus', 'P:cellular response to phorbol 13-acetate 12-myristate', 'P:cellular response to prolactin', 'P:cellular response to reactive oxygen species', 'P:cellular response to tumor necrosis factor', 'P:cellular response to zinc ion starvation', 'P:conditioned taste aversion', 'P:female pregnancy', 'P:inflammatory response', 'P:integrated stress response signaling', 'P:mononuclear cell differentiation', 'P:myoblast proliferation', 'P:nervous system development', 'P:osteoclast differentiation', 'P:positive regulation of DNA-templated transcription', 'P:positive regulation of miRNA transcription', 'P:positive regulation of osteoclast differentiation', 'P:positive regulation of transcription by RNA polymerase II', 'P:regulation of transcription by RNA polymerase II', 'P:response to activity', 'P:response to cAMP', 'P:response to corticosterone', 'P:response to ethanol', 'P:response to gravity', 'P:response to immobilization stress', 'P:response to insulin', 'P:response to light stimulus', 'P:response to lipopolysaccharide', 'P:response to muscle stretch', 'P:response to progesterone', 'P:response to toxic substance', 'P:response to xenobiotic stimulus', 'P:skeletal muscle cell differentiation', 'P:skeletal muscle cell proliferation', 'P:SMAD protein signal transduction', 'P:transcription by RNA polymerase II', 'P:transforming growth factor beta receptor signaling pathway']"
76,P01857,NA,None,0,0,0,3095,0,0,-4,,"['C:blood microparticle', 'C:extracellular exosome', 'C:extracellular region', 'C:extracellular space', 'C:IgG immunoglobulin complex', 'C:immunoglobulin complex, circulating', 'C:plasma membrane', 'F:antigen binding', 'F:Fc-gamma receptor I complex binding', 'F:immunoglobulin receptor binding', 'P:adaptive immune response', 'P:antibacterial humoral response', 'P:antibody-dependent cellular cytotoxicity', 'P:B cell receptor signaling pathway', 'P:complement activation, classical pathway', 'P:complement-dependent cytotoxicity']"
77,P01889,HLA-B,None,0,35,0,186,2,0,3,,"['C:cell surface', 'C:early endosome membrane', 'C:endoplasmic reticulum', 'C:ER to Golgi transport vesicle membrane', 'C:external side of plasma membrane', 'C:extracellular exosome', 'C:extracellular space', 'C:Golgi apparatus', 'C:Golgi membrane', 'C:lumenal side of endoplasmic reticulum membrane', 'C:membrane', 'C:MHC class I protein complex', 'C:phagocytic vesicle membrane', 'C:plasma membrane', 'C:recycling endosome membrane', 'C:secretory granule membrane', 'F:peptide antigen binding', 'F:protein-folding chaperone binding', 'F:signaling receptor binding', 'F:TAP binding', 'P:adaptive immune response', 'P:antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent', 'P:antigen processing and presentation of endogenous peptide antigen via MHC class Ib', 'P:defense response', 'P:detection of bacterium', 'P:immune response', 'P:innate immune response', 'P:positive regulation of T cell mediated cytotoxicity', 'P:protection from natural killer cell mediated cytotoxicity', 'P:regulation of dendritic cell differentiation', 'P:regulation of interleukin-12 production', 'P:regulation of interleukin-6 production', 'P:regulation of T cell anergy']"
