,Uniprot,Protein Symbol,Antibody Link,Number of Antibodies,Number of Providers,Article Count,Interactions,GO Score,Overall Score,GO Terms
70,O95251,KAT7,https://www.antibodypedia.com/gene/17983/KAT7,373,38.0,156,5,7,4.396469338112423,"['GO:0000785', 'GO:0005694', 'GO:0000775', 'GO:0005829', 'GO:0000123', 'GO:0036409', 'GO:0005654', 'GO:0005634', 'GO:0090734', 'GO:0003682', 'GO:0003688', 'GO:0004402', 'GO:0010484', 'GO:0036408', 'GO:0043994', 'GO:0044016', 'GO:0010485', 'GO:0043997', 'GO:0043995', 'GO:0043996', 'GO:0003712', 'GO:0008270', 'GO:0006281', 'GO:0006260', 'GO:0140889', 'GO:0018393', 'GO:0001779', 'GO:0045740', 'GO:0032786', 'GO:1902035', 'GO:1900182', 'GO:0051726', 'GO:0001558', 'GO:2000278', 'GO:0006275', 'GO:0030174', 'GO:0006355', 'GO:2000819', 'GO:0006357', 'GO:0072716', 'GO:0072739', 'GO:0072720', 'GO:0072710', 'GO:0072708', 'GO:0031098', 'GO:0045815']"
71,O95363,FARS2,https://www.antibodypedia.com/gene/2800/FARS2,130,23.0,46,2,-2,-0.4095213620329853,"['GO:0005737', 'GO:0005759', 'GO:0005739', 'GO:0005524', 'GO:0004826', 'GO:0000049', 'GO:0006432', 'GO:0006418', 'GO:0008033']"
72,O95613,PCNT,https://www.antibodypedia.com/gene/3139/PCNT,217,24.0,206,15,0,2.5450278748160486,"['GO:0034451', 'GO:0005814', 'GO:0005813', 'GO:0005829', 'GO:0016020', 'GO:0005874', 'GO:0005516', 'GO:0060090', 'GO:0060271', 'GO:0000226', 'GO:0007052', 'GO:0090316', 'GO:0007165']"
73,O95757,HSPA4L,https://www.antibodypedia.com/gene/26922/HSPA4L,144,27.0,61,9,0,1.6001359269595694,"['GO:0005737', 'GO:0005829', 'GO:0005634', 'GO:0000774', 'GO:0005524', 'GO:0140662', 'GO:0006457', 'GO:0006986']"
74,O95831,AIFM1,https://www.antibodypedia.com/gene/3528/AIFM1,835,46.0,806,3,1,1.6058793367508608,"['GO:0005737', 'GO:0005829', 'GO:0005743', 'GO:0005758', 'GO:0005739', 'GO:0005634', 'GO:0048471', 'GO:0003677', 'GO:0071949', 'GO:0016174', 'GO:0003954', 'GO:0016651', 'GO:0072572', 'GO:0046983', 'GO:0006919', 'GO:0006915', 'GO:1904045', 'GO:0071392', 'GO:0070301', 'GO:0071456', 'GO:0071732', 'GO:0030261', 'GO:0070059', 'GO:0033108', 'GO:0032981', 'GO:0051402', 'GO:0030182', 'GO:0043065', 'GO:0060545', 'GO:0043525', 'GO:0045041', 'GO:1902510', 'GO:0002931', 'GO:1902065', 'GO:0009636']"
75,P01100,FOS,https://www.antibodypedia.com/gene/4375/FOS,1877,50.0,36944,17,16,-17.209117782215518,"['GO:0000785', 'GO:0005829', 'GO:0005783', 'GO:0005654', 'GO:0005634', 'GO:0032993', 'GO:0090575', 'GO:0035976', 'GO:0003682', 'GO:0001228', 'GO:0003700', 'GO:0000981', 'GO:0042802', 'GO:0070412', 'GO:0000978', 'GO:0000979', 'GO:0061629', 'GO:1990837', 'GO:0000976', 'GO:0001221', 'GO:0071276', 'GO:0071277', 'GO:0071364', 'GO:0071456', 'GO:0071374', 'GO:1904628', 'GO:1990646', 'GO:0034614', 'GO:0071356', 'GO:0034224', 'GO:0001661', 'GO:0007565', 'GO:0006954', 'GO:0140467', 'GO:1903131', 'GO:0051450', 'GO:0007399', 'GO:0030316', 'GO:0045893', 'GO:1902895', 'GO:0045672', 'GO:0045944', 'GO:0006357', 'GO:0014823', 'GO:0051591', 'GO:0051412', 'GO:0045471', 'GO:0009629', 'GO:0035902', 'GO:0032868', 'GO:0009416', 'GO:0032496', 'GO:0035994', 'GO:0032570', 'GO:0009636', 'GO:0009410', 'GO:0035914', 'GO:0014856', 'GO:0060395', 'GO:0006366', 'GO:0007179']"
76,P01857,,,0,0.0,0,0,0,0.0,"['GO:0072562', 'GO:0070062', 'GO:0005576', 'GO:0005615', 'GO:0071735', 'GO:0042571', 'GO:0005886', 'GO:0003823', 'GO:0034988', 'GO:0034987', 'GO:0002250', 'GO:0019731', 'GO:0001788', 'GO:0050853', 'GO:0006958', 'GO:0097278']"
77,P01889,HLA-B,https://www.antibodypedia.com/gene/26900/HLA-B,753,35.0,15530,2,0,-11.116593532844261,"['GO:0009986', 'GO:0031901', 'GO:0005783', 'GO:0012507', 'GO:0009897', 'GO:0070062', 'GO:0005615', 'GO:0005794', 'GO:0000139', 'GO:0098553', 'GO:0016020', 'GO:0042612', 'GO:0030670', 'GO:0005886', 'GO:0055038', 'GO:0030667', 'GO:0042605', 'GO:0051087', 'GO:0005102', 'GO:0046977', 'GO:0002250', 'GO:0002486', 'GO:0002476', 'GO:0006952', 'GO:0016045', 'GO:0006955', 'GO:0045087', 'GO:0001916', 'GO:0042270', 'GO:2001198', 'GO:0032655', 'GO:0032675', 'GO:0002667']"
78,P02452,COL1A1,https://www.antibodypedia.com/gene/1980/COL1A1,878,43.0,5689,13,1,-0.7236208210034287,"['GO:0005584', 'GO:0062023', 'GO:0005737', 'GO:0005788', 'GO:0005576', 'GO:0005615', 'GO:0030141', 'GO:0030020', 'GO:0042802', 'GO:0046872', 'GO:0048407', 'GO:0002020', 'GO:0001568', 'GO:0060346', 'GO:0060351', 'GO:0071230', 'GO:0071364', 'GO:0044344', 'GO:1902618', 'GO:0071333', 'GO:0071260', 'GO:0071300', 'GO:0071560', 'GO:0071356', 'GO:0071306', 'GO:0032964', 'GO:0030199', 'GO:0038063', 'GO:0048706', 'GO:0001958', 'GO:0030198', 'GO:0060325', 'GO:0001957', 'GO:0010812', 'GO:0001503', 'GO:0001649', 'GO:0090263', 'GO:0030335', 'GO:0045893', 'GO:0010718', 'GO:0034504', 'GO:0015031', 'GO:0051591', 'GO:0032355', 'GO:0042542', 'GO:0055093', 'GO:0032868', 'GO:0009612', 'GO:0048545', 'GO:0009410', 'GO:0007605', 'GO:0001501', 'GO:0043588', 'GO:0043589', 'GO:0034505', 'GO:0007601']"
79,P02585,TNNC2,https://www.antibodypedia.com/gene/27766/TNNC2,155,24.0,45,26,0,4.31024412232489,"['GO:0005829', 'GO:0005861', 'GO:0005509', 'GO:0006937', 'GO:0003009']"
80,P04150,NR3C1,https://www.antibodypedia.com/gene/1329/NR3C1,1296,44.0,1528,10,14,8.686470140020877,"['GO:0005813', 'GO:0000785', 'GO:0005737', 'GO:0005829', 'GO:0016020', 'GO:0005759', 'GO:0016607', 'GO:0005654', 'GO:0005634', 'GO:0032991', 'GO:0005819', 'GO:0045202', 'GO:0001046', 'GO:0001228', 'GO:0003700', 'GO:0000981', 'GO:0001227', 'GO:0034056', 'GO:0051879', 'GO:0042802', 'GO:0004883', 'GO:0004879', 'GO:0019901', 'GO:0003723', 'GO:0000978', 'GO:0000977', 'GO:1990837', 'GO:0005496', 'GO:1990239', 'GO:0017025', 'GO:0008270', 'GO:0030325', 'GO:0006915', 'GO:0048708', 'GO:0051301', 'GO:0071549', 'GO:0071385', 'GO:0071383', 'GO:0071560', 'GO:0006325', 'GO:0007059', 'GO:0010467', 'GO:0008211', 'GO:0030518', 'GO:0060603', 'GO:0042711', 'GO:0014004', 'GO:0061744', 'GO:0045892', 'GO:0000122', 'GO:0150076', 'GO:1902895', 'GO:0043525', 'GO:0045944', 'GO:0006355', 'GO:0031946', 'GO:0006111', 'GO:0006357', 'GO:0007165', 'GO:0035249']"
81,P05413,FABP3,https://www.antibodypedia.com/gene/4505/FABP3,1212,42.0,989,3,0,1.6143614069613261,"['GO:0005829', 'GO:0070062', 'GO:0005615', 'GO:0005634', 'GO:0008092', 'GO:0036041', 'GO:0070538', 'GO:0050873', 'GO:0042632', 'GO:0032365', 'GO:0015909', 'GO:0008285', 'GO:0055091', 'GO:0140214', 'GO:0071073', 'GO:0046320', 'GO:2001245']"
82,P05976,MYL1,https://www.antibodypedia.com/gene/20019/MYL1,221,25.0,92,30,-2,4.112346043274963,"['GO:0043292', 'GO:0005829', 'GO:0005859', 'GO:0030016', 'GO:0016460', 'GO:0030017', 'GO:0005509', 'GO:0008307', 'GO:0006936', 'GO:0030049']"
83,P07197,NEFM,https://www.antibodypedia.com/gene/4396/NEFM,708,48.0,74,2,0,1.3920867510843964,"['GO:0030424', 'GO:0005737', 'GO:0005882', 'GO:0045111', 'GO:0097418', 'GO:0005883', 'GO:0099160', 'GO:0008017', 'GO:0005200', 'GO:0033693']"
84,P07947,YES1,https://www.antibodypedia.com/gene/3819/YES1,489,36.0,385,8,1,2.1809316042320055,"['GO:0005884', 'GO:0005813', 'GO:0005829', 'GO:0070062', 'GO:0005925', 'GO:0005794', 'GO:0005886', 'GO:0005524', 'GO:0019899', 'GO:0004715', 'GO:0001784', 'GO:0004713', 'GO:0005102', 'GO:0044325', 'GO:0030154', 'GO:0007169', 'GO:0036120', 'GO:0071300', 'GO:0071560', 'GO:0048013', 'GO:0038096', 'GO:0045087', 'GO:0050900', 'GO:0002862', 'GO:0050731', 'GO:0045944', 'GO:0036211', 'GO:0010827', 'GO:0043114', 'GO:0031295']"
85,P07951,TPM2,https://www.antibodypedia.com/gene/25944/TPM2,303,29.0,276,29,-1,4.38470378718379,"['GO:0015629', 'GO:0005884', 'GO:0005829', 'GO:0005862', 'GO:0003779', 'GO:0051015', 'GO:0042802', 'GO:0046982', 'GO:0042803', 'GO:0008307', 'GO:0007015', 'GO:0006936', 'GO:0043462']"
86,P08237,PFKM,https://www.antibodypedia.com/gene/1061/PFKM,471,37.0,187,6,1,1.9979658177154445,"['GO:0005945', 'GO:0016324', 'GO:0005829', 'GO:0016020', 'GO:0005634', 'GO:0097228', 'GO:0003872', 'GO:0016208', 'GO:0005524', 'GO:0070061', 'GO:0070095', 'GO:0042802', 'GO:0019900', 'GO:0046872', 'GO:0048029', 'GO:0061621', 'GO:0030388', 'GO:0006002', 'GO:0042593', 'GO:0005980', 'GO:0093001', 'GO:0006096', 'GO:0061615', 'GO:0046716', 'GO:0032024', 'GO:0045944']"
87,P08590,MYL3,https://www.antibodypedia.com/gene/12839/MYL3,376,34.0,155,27,-3,3.3891208448695056,"['GO:0031672', 'GO:0005829', 'GO:0031674', 'GO:0005859', 'GO:0016460', 'GO:0030017', 'GO:0003785', 'GO:0005509', 'GO:0032038', 'GO:0008307', 'GO:0060048', 'GO:0032781', 'GO:0006942', 'GO:0002026', 'GO:0055010']"
88,P09471,GNAO1,https://www.antibodypedia.com/gene/3649/GNAO1,255,33.0,215,9,0,1.6530557563600226,"['GO:0044297', 'GO:0005737', 'GO:0030425', 'GO:0005834', 'GO:0005886', 'GO:0051430', 'GO:0031821', 'GO:0031683', 'GO:0005525', 'GO:0003924', 'GO:0046872', 'GO:0031852', 'GO:0007188', 'GO:0007212', 'GO:0007626', 'GO:0006936', 'GO:0046676', 'GO:0008016', 'GO:0006904']"
89,P09769,FGR,https://www.antibodypedia.com/gene/711/FGR,554,38.0,3092,8,0,-0.366177826356785,"['GO:0015629', 'GO:0016235', 'GO:0005829', 'GO:0070062', 'GO:0005576', 'GO:0005743', 'GO:0005758', 'GO:0005886', 'GO:0032587', 'GO:0034774', 'GO:0005524', 'GO:0034988', 'GO:0034987', 'GO:0004715', 'GO:0001784', 'GO:0019901', 'GO:0004713', 'GO:0005102', 'GO:0030282', 'GO:0030154', 'GO:0007169', 'GO:0050830', 'GO:0038096', 'GO:0002768', 'GO:0045087', 'GO:0007229', 'GO:0051450', 'GO:0002862', 'GO:0032815', 'GO:0018108', 'GO:0030335', 'GO:0001819', 'GO:0043306', 'GO:0051897', 'GO:0046777', 'GO:0006468', 'GO:0008360', 'GO:0045088', 'GO:0050764', 'GO:0045859', 'GO:0009615', 'GO:0048705']"
90,P0CJ79,,https://www.antibodypedia.com/gene/82522/ZNF888,0,0.0,0,0,3,1.34413871865326,"['GO:0005634', 'GO:0000981', 'GO:0046872', 'GO:0000978', 'GO:0006357']"
91,P0CZ25,,,0,0.0,0,0,0,0.0,[]
92,P0DME0,SETSIP,https://www.antibodypedia.com/gene/81964/SETSIP,0,0.0,3,1,1,0.6032170894884223,"['GO:0000785', 'GO:0005737', 'GO:0005811', 'GO:0005654', 'GO:0005634', 'GO:0003682', 'GO:0042393', 'GO:0045446', 'GO:0006334', 'GO:0045944']"
93,P0DMV1,CT45A2,https://www.antibodypedia.com/gene/75731/CT45A8,37,6.0,4,0,0,0.05616857007160182,[]
94,P0DMV1,CT45A9,https://www.antibodypedia.com/gene/75731/CT45A8,37,6.0,0,0,0,0.05942451037623146,[]
95,P0DMV1,CT45A8,https://www.antibodypedia.com/gene/75731/CT45A8,37,6.0,0,0,0,0.05942451037623146,[]
96,P0DMV1,CT45A2,https://www.antibodypedia.com/gene/75731/CT45A8,37,6.0,4,0,0,0.05616857007160182,[]
97,P0DMV1,CT45A9,https://www.antibodypedia.com/gene/75731/CT45A8,37,6.0,0,0,0,0.05942451037623146,[]
98,P0DMV1,CT45A8,https://www.antibodypedia.com/gene/75731/CT45A8,37,6.0,0,0,0,0.05942451037623146,[]
99,P0DMV1,CT45A2,https://www.antibodypedia.com/gene/75731/CT45A8,37,6.0,4,0,0,0.05616857007160182,[]
100,P0DMV1,CT45A9,https://www.antibodypedia.com/gene/75731/CT45A8,37,6.0,0,0,0,0.05942451037623146,[]
101,P0DMV1,CT45A8,https://www.antibodypedia.com/gene/75731/CT45A8,37,6.0,0,0,0,0.05942451037623146,[]
102,P0DOX5,,,0,0.0,0,0,0,0.0,"['GO:0072562', 'GO:0070062', 'GO:0042571', 'GO:0005886', 'GO:0003823', 'GO:0034987', 'GO:0019731', 'GO:0006958']"
103,P10276,RARA,https://www.antibodypedia.com/gene/16473/RARA,826,46.0,2935,11,15,7.392000294021353,"['GO:0015629', 'GO:0000785', 'GO:0005737', 'GO:0005829', 'GO:0030425', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0048471', 'GO:0005886', 'GO:0032991', 'GO:0090575', 'GO:0005667', 'GO:0051393', 'GO:0003682', 'GO:0031490', 'GO:0003700', 'GO:0000981', 'GO:0001217', 'GO:0019899', 'GO:1901363', 'GO:0042826', 'GO:0048027', 'GO:0000900', 'GO:0004879', 'GO:0019904', 'GO:0051018', 'GO:0043422', 'GO:0001972', 'GO:0044323', 'GO:0000978', 'GO:0000977', 'GO:1990837', 'GO:0005102', 'GO:0001223', 'GO:0008270', 'GO:0043277', 'GO:0030154', 'GO:0071391', 'GO:0071222', 'GO:0071300', 'GO:0060591', 'GO:0031076', 'GO:0060324', 'GO:0007565', 'GO:0007281', 'GO:0002068', 'GO:0003417', 'GO:0021766', 'GO:0009755', 'GO:0060173', 'GO:0001889', 'GO:0042789', 'GO:0035264', 'GO:0061037', 'GO:0008285', 'GO:0045892', 'GO:0030853', 'GO:1902894', 'GO:0000122', 'GO:0032720', 'GO:0032689', 'GO:0001843', 'GO:0051099', 'GO:0045787', 'GO:0008284', 'GO:0045893', 'GO:0032736', 'GO:0032753', 'GO:0032754', 'GO:0045666', 'GO:0045630', 'GO:0045944', 'GO:0030850', 'GO:0006468', 'GO:0042981', 'GO:1901532', 'GO:0031641', 'GO:0048167', 'GO:0034097', 'GO:0032355', 'GO:0045471', 'GO:0032526', 'GO:0033189', 'GO:0048384', 'GO:0060010', 'GO:0060534', 'GO:0001657', 'GO:0055012']"
104,P10586,PTPRF,https://www.antibodypedia.com/gene/2499/PTPRF,311,33.0,144,5,0,1.1703372755923176,"['GO:0070062', 'GO:0043005', 'GO:0043025', 'GO:0005886', 'GO:0050839', 'GO:0035373', 'GO:0008201', 'GO:0004725', 'GO:0044877', 'GO:0005001', 'GO:0007155', 'GO:0016477', 'GO:0007185', 'GO:1900121', 'GO:0031102', 'GO:0035335', 'GO:0048679', 'GO:0099560']"
105,P10916,MYL2,https://www.antibodypedia.com/gene/31071/MYL2,400,37.0,251,27,-2,3.7975701454616306,"['GO:0031672', 'GO:0097512', 'GO:0005737', 'GO:0005856', 'GO:0005829', 'GO:0030016', 'GO:0016459', 'GO:0030017', 'GO:0003785', 'GO:0005509', 'GO:0032036', 'GO:0008307', 'GO:0060048', 'GO:0055003', 'GO:0060047', 'GO:0007507', 'GO:0042694', 'GO:0030308', 'GO:0098735', 'GO:0006942', 'GO:0002026', 'GO:0055010']"
106,P11055,MYH3,https://www.antibodypedia.com/gene/12917/MYH3,107,29.0,214,23,-4,1.830566014048217,"['GO:0005737', 'GO:0005829', 'GO:0070062', 'GO:0005859', 'GO:0032982', 'GO:0016460', 'GO:0030017', 'GO:0051015', 'GO:0005524', 'GO:0016887', 'GO:0005516', 'GO:0000146', 'GO:0017018', 'GO:0030048', 'GO:0046034', 'GO:0030326', 'GO:0060325', 'GO:0006936', 'GO:0030049', 'GO:0007517', 'GO:0045214', 'GO:0003009']"
107,P11217,PYGM,https://www.antibodypedia.com/gene/29416/PYGM,314,28.0,295,12,0,2.1555333687972222,"['GO:0005737', 'GO:0005829', 'GO:0070062', 'GO:0008184', 'GO:0102250', 'GO:0000166', 'GO:0030170', 'GO:0102499', 'GO:0005980', 'GO:0005977']"
108,P11474,ESRRA,https://www.antibodypedia.com/gene/7260/ESRRA,590,39.0,123,5,7,4.7718475686429755,"['GO:0000785', 'GO:0005737', 'GO:0001650', 'GO:0045171', 'GO:0015630', 'GO:0005654', 'GO:0005634', 'GO:0003700', 'GO:0000981', 'GO:0034056', 'GO:0004879', 'GO:0003707', 'GO:0019904', 'GO:0043565', 'GO:1990837', 'GO:0005496', 'GO:0008270', 'GO:0030518', 'GO:0045944', 'GO:0006355', 'GO:0006357']"
109,P11717,IGF2R,https://www.antibodypedia.com/gene/1396/IGF2R,705,41.0,1019,10,0,1.8789550918980873,"['GO:0009986', 'GO:0030118', 'GO:0030669', 'GO:0005769', 'GO:0030139', 'GO:0005768', 'GO:0010008', 'GO:0070062', 'GO:0005925', 'GO:0005794', 'GO:0000139', 'GO:0005770', 'GO:0016020', 'GO:0005641', 'GO:0048471', 'GO:0005886', 'GO:0030667', 'GO:0005802', 'GO:0032588', 'GO:0030140', 'GO:0030133', 'GO:0019899', 'GO:0001965', 'GO:0042802', 'GO:0005520', 'GO:0031995', 'GO:0005010', 'GO:0005537', 'GO:0051219', 'GO:0001972', 'GO:1905394', 'GO:0038023', 'GO:0031100', 'GO:0007186', 'GO:0001889', 'GO:0007041', 'GO:0044794', 'GO:0043065', 'GO:0009791', 'GO:0006898', 'GO:0032526', 'GO:1904772', 'GO:0007165', 'GO:0007283']"
110,P12829,MYL4,https://www.antibodypedia.com/gene/30134/MYL4,312,29.0,73,25,-2,3.4858999080614836,"['GO:0031672', 'GO:0005829', 'GO:0016460', 'GO:0051015', 'GO:0003785', 'GO:0005509', 'GO:0032038', 'GO:0060048', 'GO:0032781', 'GO:0002026']"
111,P12882,MYH1,https://www.antibodypedia.com/gene/4383/MYH1,193,27.0,173,27,-3,3.0805586973135273,"['GO:0031672', 'GO:0005737', 'GO:0036464', 'GO:0014704', 'GO:0005859', 'GO:0032982', 'GO:0016460', 'GO:0051015', 'GO:0005524', 'GO:0005516', 'GO:0000146', 'GO:0006936']"
112,P12883,MYH7,https://www.antibodypedia.com/gene/92/MYH7,302,30.0,1405,28,-4,1.9623570445350005,"['GO:0005737', 'GO:0005859', 'GO:0030016', 'GO:0016459', 'GO:0032982', 'GO:0016460', 'GO:0030017', 'GO:0001725', 'GO:0030018', 'GO:0051015', 'GO:0005524', 'GO:0005516', 'GO:0000146', 'GO:0007512', 'GO:0046034', 'GO:0060048', 'GO:0014898', 'GO:0006936', 'GO:0030049', 'GO:0002027', 'GO:0031449', 'GO:0002026', 'GO:0014728', 'GO:0045214', 'GO:0003009', 'GO:0006941', 'GO:0014883', 'GO:0055010']"
113,P13196,ALAS1,https://www.antibodypedia.com/gene/4303/ALAS1,295,33.0,209,5,0,1.0917311600739859,"['GO:0005829', 'GO:0005743', 'GO:0005759', 'GO:0005739', 'GO:0005654', 'GO:0003870', 'GO:0042802', 'GO:0030170', 'GO:0048821', 'GO:0006784', 'GO:0006785', 'GO:0006783', 'GO:0048034', 'GO:0042541', 'GO:0006782', 'GO:1903412']"
114,P13805,TNNT1,https://www.antibodypedia.com/gene/4195/TNNT1,268,33.0,155,25,-1,3.7965323860553872,"['GO:0005829', 'GO:0005861', 'GO:0005523', 'GO:0031014', 'GO:0045932', 'GO:0045214', 'GO:0003009', 'GO:0031444', 'GO:0014883']"
115,P14373,TRIM27,https://www.antibodypedia.com/gene/25916/TRIM27,271,24.0,249,3,5,2.9456317160993573,"['GO:0005737', 'GO:0005829', 'GO:0005769', 'GO:0005768', 'GO:0001650', 'GO:0005739', 'GO:0031965', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0016605', 'GO:0003677', 'GO:0042802', 'GO:0046872', 'GO:0003676', 'GO:0019789', 'GO:0003713', 'GO:0061630', 'GO:0004842', 'GO:0008270', 'GO:0034314', 'GO:0045087', 'GO:0002820', 'GO:0010507', 'GO:0090281', 'GO:0045814', 'GO:0032703', 'GO:0006469', 'GO:0000122', 'GO:0032720', 'GO:0032480', 'GO:0032897', 'GO:0051127', 'GO:0051091', 'GO:0032729', 'GO:0070534', 'GO:0016925', 'GO:0042147', 'GO:0007283', 'GO:0044790']"
116,P15153,RAC2,https://www.antibodypedia.com/gene/25898/RAC2,384,34.0,958,22,0,3.3044140643233755,"['GO:0005829', 'GO:0005789', 'GO:0070062', 'GO:0005925', 'GO:0030027', 'GO:0005741', 'GO:0043020', 'GO:0005635', 'GO:0030670', 'GO:0005886', 'GO:0005525', 'GO:0003924', 'GO:0019887', 'GO:0007015', 'GO:0045453', 'GO:0030031', 'GO:0006935', 'GO:0043131', 'GO:0007186', 'GO:0071593', 'GO:0070662', 'GO:0010592', 'GO:0070668', 'GO:0090023', 'GO:1903955', 'GO:0010810', 'GO:0010310', 'GO:0060753', 'GO:0043304', 'GO:1902622', 'GO:0060263', 'GO:0042129', 'GO:0045730', 'GO:0007165', 'GO:0007264']"
117,P15735,PHKG2,https://www.antibodypedia.com/gene/13792/PHKG2,404,30.0,50,2,0,0.9233777671182726,"['GO:0005829', 'GO:0005964', 'GO:0005524', 'GO:0005516', 'GO:0019899', 'GO:0004689', 'GO:0004674', 'GO:0050321', 'GO:0006091', 'GO:0005978', 'GO:0005980', 'GO:0005977', 'GO:0045819', 'GO:0006468']"
118,P16144,ITGB4,https://www.antibodypedia.com/gene/3934/ITGB4,1048,45.0,408,11,0,3.084794050462219,"['GO:0009925', 'GO:0005604', 'GO:0030054', 'GO:0031252', 'GO:0009986', 'GO:0070062', 'GO:0005925', 'GO:0030056', 'GO:0008305', 'GO:0031965', 'GO:0005730', 'GO:0005886', 'GO:0043235', 'GO:0001664', 'GO:0005178', 'GO:0046872', 'GO:0006914', 'GO:0007155', 'GO:0048870', 'GO:0098609', 'GO:0007160', 'GO:0046847', 'GO:0031581', 'GO:0007229', 'GO:0048333', 'GO:0035878', 'GO:0032290', 'GO:0009611', 'GO:0043589', 'GO:0061450']"
119,P17540,CKMT2,https://www.antibodypedia.com/gene/12782/CKMT2,412,33.0,56,9,0,2.034632035606033,"['GO:0005743', 'GO:0005739', 'GO:0005524', 'GO:0004111', 'GO:0006936', 'GO:0046314']"
120,P17927,CR1,https://www.antibodypedia.com/gene/4269/CR1,1378,43.0,4300,0,0,-1.2869743329242458,"['GO:0009986', 'GO:0005856', 'GO:0070062', 'GO:0005615', 'GO:0101003', 'GO:0005886', 'GO:0044853', 'GO:0030667', 'GO:0001851', 'GO:0004877', 'GO:0001855', 'GO:0001861', 'GO:0001618', 'GO:1904669', 'GO:0006957', 'GO:0006958', 'GO:0002430', 'GO:0002435', 'GO:0001971', 'GO:0045916', 'GO:0045957', 'GO:0045959', 'GO:1903660', 'GO:0002638', 'GO:0032703', 'GO:1900099', 'GO:1900004', 'GO:0042130', 'GO:0032689', 'GO:0007009', 'GO:0001970', 'GO:0008284', 'GO:0045591', 'GO:1900005', 'GO:0002456']"
121,P18858,LIG1,https://www.antibodypedia.com/gene/18267/LIG1,530,38.0,385,15,2,3.7981162617120034,"['GO:0043231', 'GO:0005739', 'GO:0005654', 'GO:0005634', 'GO:0005524', 'GO:0003677', 'GO:0003910', 'GO:0003909', 'GO:0046872', 'GO:0009653', 'GO:0006284', 'GO:0006287', 'GO:0051301', 'GO:0071897', 'GO:0006266', 'GO:0006310', 'GO:0006281', 'GO:0006273', 'GO:0006298', 'GO:1903461']"
122,P18887,XRCC1,https://www.antibodypedia.com/gene/1863/XRCC1,591,42.0,2541,8,1,0.5897987005332663,"['GO:0000785', 'GO:0000781', 'GO:0070522', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0090734', 'GO:1990599', 'GO:0160002', 'GO:0019899', 'GO:0032356', 'GO:0072572', 'GO:0006284', 'GO:0021587', 'GO:0006303', 'GO:0021766', 'GO:1905765', 'GO:0010836', 'GO:1904877', 'GO:1903518', 'GO:1990414', 'GO:0033194', 'GO:0001666', 'GO:0010033', 'GO:0009410', 'GO:0000012', 'GO:0061819', 'GO:0050882']"
123,P19237,TNNI1,https://www.antibodypedia.com/gene/3993/TNNI1,384,29.0,102,24,0,4.316410899845735,"['GO:0005829', 'GO:0005861', 'GO:0003779', 'GO:0060048', 'GO:0006942', 'GO:0003009', 'GO:0014883', 'GO:0055010']"
124,P19388,POLR2E,https://www.antibodypedia.com/gene/22550/POLR2E,310,28.0,32,19,4,5.258661766799598,"['GO:0005829', 'GO:0005654', 'GO:0005634', 'GO:0005736', 'GO:0005665', 'GO:0005666', 'GO:1990062', 'GO:0003677', 'GO:0003899', 'GO:0050821', 'GO:0006366', 'GO:0006362', 'GO:0042797']"
125,P19438,TNFRSF1A,https://www.antibodypedia.com/gene/1320/TNFRSF1A,1485,50.0,1428,10,2,3.694860596296759,"['GO:0009986', 'GO:0005576', 'GO:0005615', 'GO:0000139', 'GO:0016020', 'GO:0045121', 'GO:0005886', 'GO:0043235', 'GO:0002947', 'GO:0043120', 'GO:0005031', 'GO:0003176', 'GO:0071260', 'GO:0019221', 'GO:0042742', 'GO:0008625', 'GO:0006954', 'GO:0008630', 'GO:0010614', 'GO:0003332', 'GO:0050728', 'GO:0034250', 'GO:1902339', 'GO:0043123', 'GO:1900119', 'GO:0050729', 'GO:0045834', 'GO:0045944', 'GO:0042531', 'GO:0006693', 'GO:0072659', 'GO:0003177', 'GO:1903140', 'GO:1905038', 'GO:0010803', 'GO:0006366', 'GO:0033209']"
126,P20020,ATP2B1,https://www.antibodypedia.com/gene/2168/ATP2B1,128,28.0,246,3,0,0.47817477130750125,"['GO:0016323', 'GO:0042995', 'GO:0070062', 'GO:0098978', 'GO:0001772', 'GO:0043231', 'GO:0016020', 'GO:0005654', 'GO:0098684', 'GO:0005886', 'GO:0042734', 'GO:0030672', 'GO:0005524', 'GO:0016887', 'GO:0015085', 'GO:0005516', 'GO:0046872', 'GO:0140678', 'GO:0005388', 'GO:0030165', 'GO:1990034', 'GO:0034220', 'GO:0001818', 'GO:0051481', 'GO:0030501', 'GO:0051928', 'GO:0008217', 'GO:1903779', 'GO:1900076', 'GO:0051480', 'GO:0003056']"
